concept1;concept2;size of concept1;size of concept2;confidence
проблема;строительство;21;35;0.8095
проблема;российское правительство;21;51;1.0000
проблема;российская компания;21;46;0.8571
проблема;уголовная ответственность;21;35;0.8571
проблема;украинское правительство;21;45;0.9048
проблема;собственное средство;21;43;0.8571
проблема;правительство РФ;21;41;0.8095
проблема;дополнительное средство;21;42;0.8095
проблема;проект постановления;21;39;0.8571
проблема;российский банк;21;41;0.8095
проблема;российский производитель;21;48;0.9048
проблема;правительство;21;45;0.9048
проблема;официальный представитель;21;51;0.9524
проблема;российское законодательство;21;49;0.9524
деньги;компания;15;42;0.8000
деньги;российское правительство;15;51;0.9333
деньги;российская компания;15;46;0.8000
деньги;генеральный директор;15;34;0.8000
деньги;украинское правительство;15;45;0.9333
деньги;директор Института;15;32;0.8000
деньги;собственное средство;15;43;0.9333
деньги;дополнительное средство;15;42;0.8667
деньги;российский производитель;15;48;0.8000
деньги;правительство;15;45;0.8000
деньги;официальный представитель;15;51;0.8667
деньги;российское законодательство;15;49;0.8667
деньги;исполнительный директор;15;40;0.8000
заработная плата;аналитическое управление;7;43;0.8571
заработная плата;проект постановления;7;39;0.8571
заработная плата;российский производитель;7;48;0.8571
заработная плата;официальный представитель;7;51;1.0000
чистая прибыль;финансовый рынок;6;25;0.8333
чистая прибыль;строительство;6;35;0.8333
чистая прибыль;правоохранительный орган;6;28;0.8333
чистая прибыль;российское правительство;6;51;0.8333
чистая прибыль;окончательное решение;6;37;0.8333
чистая прибыль;индивидуальный предприниматель;6;19;0.8333
чистая прибыль;украинское правительство;6;45;0.8333
чистая прибыль;аналитическое управление;6;43;0.8333
чистая прибыль;собственное средство;6;43;0.8333
чистая прибыль;правительство РФ;6;41;0.8333
чистая прибыль;иностранная компания;6;40;0.8333
чистая прибыль;министр финансов;6;27;0.8333
чистая прибыль;налог на прибыль;6;7;1.0000
чистая прибыль;потребительское кредитование;6;26;0.8333
чистая прибыль;правительство;6;45;0.8333
чистая прибыль;официальный представитель;6;51;1.0000
чистая прибыль;исполнительный директор;6;40;0.8333
чистая прибыль;финансовая система;6;26;0.8333
крупнейший банк;российский рубль;18;38;0.8333
крупнейший банк;российская сторона;18;38;0.8333
крупнейший банк;российский газ;18;38;0.8333
крупнейший банк;российское правительство;18;51;1.0000
крупнейший банк;российская компания;18;46;0.8889
крупнейший банк;российский рынок;18;37;0.8333
крупнейший банк;российский бюджет;18;39;0.8333
крупнейший банк;украинское правительство;18;45;0.8889
крупнейший банк;собственное средство;18;43;0.8889
крупнейший банк;дополнительное средство;18;42;0.8889
крупнейший банк;российский банк;18;41;0.8889
крупнейший банк;российский производитель;18;48;1.0000
крупнейший банк;правительство;18;45;0.9444
крупнейший банк;официальный представитель;18;51;0.8889
крупнейший банк;российское законодательство;18;49;1.0000
средний бизнес;бизнес;12;18;1.0000
средний бизнес;российское правительство;12;51;0.8333
средний бизнес;российская компания;12;46;0.8333
средний бизнес;российский бюджет;12;39;0.8333
средний бизнес;генеральный директор;12;34;0.8333
средний бизнес;директор Института;12;32;0.8333
средний бизнес;собственное средство;12;43;0.8333
средний бизнес;дополнительное средство;12;42;0.8333
средний бизнес;российский производитель;12;48;0.8333
средний бизнес;правительство;12;45;0.8333
средний бизнес;официальный представитель;12;51;0.9167
средний бизнес;совет директоров;12;32;0.8333
средний бизнес;российское законодательство;12;49;0.8333
средний бизнес;исполнительный директор;12;40;0.8333
средний бизнес;российский бизнес;12;37;0.8333
Федеральная антимонопольная служба;компания;12;42;0.8333
Федеральная антимонопольная служба;правоохранительный орган;12;28;0.8333
Федеральная антимонопольная служба;российское правительство;12;51;1.0000
Федеральная антимонопольная служба;российская компания;12;46;0.9167
Федеральная антимонопольная служба;законопроект;12;26;0.8333
Федеральная антимонопольная служба;украинское правительство;12;45;0.9167
Федеральная антимонопольная служба;Федеральная налоговая служба;12;14;0.8333
Федеральная антимонопольная служба;собственное средство;12;43;0.8333
Федеральная антимонопольная служба;федеральный бюджет;12;25;0.9167
Федеральная антимонопольная служба;иностранная компания;12;40;0.8333
Федеральная антимонопольная служба;дополнительное средство;12;42;0.8333
Федеральная антимонопольная служба;проект постановления;12;39;0.8333
Федеральная антимонопольная служба;российский банк;12;41;0.8333
Федеральная антимонопольная служба;российский производитель;12;48;1.0000
Федеральная антимонопольная служба;федеральный закон;12;25;0.9167
Федеральная антимонопольная служба;правительство;12;45;0.8333
Федеральная антимонопольная служба;официальный представитель;12;51;0.9167
Федеральная антимонопольная служба;федеральная целевая программа;12;19;0.9167
Федеральная антимонопольная служба;российское законодательство;12;49;1.0000
Федеральная антимонопольная служба;исполнительная власть;12;28;0.8333
Федеральная антимонопольная служба;исполнительный директор;12;40;0.9167
компания;российское правительство;42;51;0.9286
компания;российская компания;42;46;0.9048
компания;управляющая компания;42;37;0.8333
компания;украинское правительство;42;45;0.8333
компания;собственное средство;42;43;0.8095
компания;иностранная компания;42;40;0.9286
компания;российский производитель;42;48;0.9048
компания;крупная компания;42;34;0.8095
компания;правительство;42;45;0.8333
компания;официальный представитель;42;51;0.9286
компания;российское законодательство;42;49;0.9286
компания;страховая компания;42;38;0.8571
кредитный портфель;российский рубль;9;38;0.8889
кредитный портфель;строительство;9;35;1.0000
кредитный портфель;российская сторона;9;38;0.8889
кредитный портфель;российский газ;9;38;0.8889
кредитный портфель;российское правительство;9;51;1.0000
кредитный портфель;российская компания;9;46;0.8889
кредитный портфель;управляющая компания;9;37;0.8889
кредитный портфель;российский рынок;9;37;0.8889
кредитный портфель;кредит;9;19;0.8889
кредитный портфель;украинское правительство;9;45;1.0000
кредитный портфель;аналитическое управление;9;43;1.0000
кредитный портфель;собственное средство;9;43;0.8889
кредитный портфель;правительство РФ;9;41;1.0000
кредитный портфель;национальная экономика;9;31;0.8889
кредитный портфель;Российская Федерация;9;35;0.8889
кредитный портфель;дополнительное средство;9;42;0.8889
кредитный портфель;проект постановления;9;39;0.8889
кредитный портфель;кредитная организация;9;25;0.8889
кредитный портфель;российский банк;9;41;0.8889
кредитный портфель;российский производитель;9;48;0.8889
кредитный портфель;правительство;9;45;1.0000
кредитный портфель;официальный представитель;9;51;0.8889
кредитный портфель;банк;9;16;0.8889
кредитный портфель;российское законодательство;9;49;1.0000
российский рубль;российская сторона;38;38;0.9737
российский рубль;российский газ;38;38;0.9737
российский рубль;российская валюта;38;37;0.9211
российский рубль;российское правительство;38;51;1.0000
российский рубль;российская компания;38;46;0.9737
российский рубль;российский рынок;38;37;0.9737
российский рубль;российский бюджет;38;39;0.9474
российский рубль;российская экономика;38;33;0.8158
российский рубль;украинское правительство;38;45;0.8684
российский рубль;аналитическое управление;38;43;0.8158
российский рубль;собственное средство;38;43;0.8158
российский рубль;российская власть;38;37;0.9474
российский рубль;Российская Федерация;38;35;0.8947
российский рубль;российский банк;38;41;1.0000
российский рубль;российский производитель;38;48;1.0000
российский рубль;официальный представитель;38;51;0.9211
российский рубль;российское законодательство;38;49;1.0000
российский рубль;российский бизнес;38;37;0.9474
данный вопрос;компания;18;42;0.8333
данный вопрос;российское правительство;18;51;0.8889
данный вопрос;российская компания;18;46;0.9444
данный вопрос;российский бюджет;18;39;0.8333
данный вопрос;украинское правительство;18;45;0.8333
данный вопрос;иностранная компания;18;40;0.8333
данный вопрос;российский банк;18;41;0.8333
данный вопрос;российский производитель;18;48;0.9444
данный вопрос;российское законодательство;18;49;0.9444
данный вопрос;исполнительный директор;18;40;0.8333
денежно-кредитная политика;банковский сектор;10;20;0.9000
денежно-кредитная политика;финансовый рынок;10;25;0.8000
денежно-кредитная политика;строительство;10;35;0.9000
денежно-кредитная политика;российское правительство;10;51;0.9000
денежно-кредитная политика;окончательное решение;10;37;0.8000
денежно-кредитная политика;эксперт;10;32;0.8000
денежно-кредитная политика;кредит;10;19;1.0000
денежно-кредитная политика;иностранный банк;10;18;0.8000
денежно-кредитная политика;украинское правительство;10;45;0.8000
денежно-кредитная политика;Банк России;10;19;0.9000
денежно-кредитная политика;банк России;10;19;0.9000
денежно-кредитная политика;аналитическое управление;10;43;1.0000
денежно-кредитная политика;собственное средство;10;43;0.9000
денежно-кредитная политика;правительство РФ;10;41;0.9000
денежно-кредитная политика;национальная экономика;10;31;0.9000
денежно-кредитная политика;дополнительное средство;10;42;0.9000
денежно-кредитная политика;кредитная организация;10;25;1.0000
денежно-кредитная политика;министр финансов;10;27;0.8000
денежно-кредитная политика;российский банк;10;41;0.9000
денежно-кредитная политика;российский производитель;10;48;0.9000
денежно-кредитная политика;потребительское кредитование;10;26;0.8000
денежно-кредитная политика;правительство;10;45;0.9000
денежно-кредитная политика;официальный представитель;10;51;0.8000
денежно-кредитная политика;банк;10;16;0.9000
денежно-кредитная политика;российское законодательство;10;49;0.9000
денежно-кредитная политика;исполнительный директор;10;40;0.9000
денежно-кредитная политика;финансовая система;10;26;0.8000
банковская гарантия;российское правительство;8;51;0.8750
банковская гарантия;окончательное решение;8;37;0.8750
банковская гарантия;экономическая ситуация;8;35;0.8750
банковская гарантия;аналитическое управление;8;43;0.8750
банковская гарантия;собственное средство;8;43;0.8750
банковская гарантия;правительство РФ;8;41;0.8750
банковская гарантия;дополнительное средство;8;42;1.0000
банковская гарантия;проект постановления;8;39;0.8750
банковская гарантия;потребительское кредитование;8;26;0.8750
банковская гарантия;правительство;8;45;0.8750
банковская гарантия;официальный представитель;8;51;1.0000
банковская гарантия;российское законодательство;8;49;0.8750
финансовый рынок;российское правительство;25;51;0.9600
финансовый рынок;российская компания;25;46;0.8800
финансовый рынок;российский бюджет;25;39;0.8800
финансовый рынок;украинское правительство;25;45;0.8000
финансовый рынок;аналитическое управление;25;43;0.8800
финансовый рынок;собственное средство;25;43;0.8800
финансовый рынок;финансовая помощь;25;22;0.8800
финансовый рынок;дополнительное средство;25;42;0.8000
финансовый рынок;проект постановления;25;39;0.8400
финансовый рынок;министр финансов;25;27;1.0000
финансовый рынок;российский банк;25;41;0.8400
финансовый рынок;российский производитель;25;48;0.9200
финансовый рынок;правительство;25;45;0.8000
финансовый рынок;официальный представитель;25;51;0.9200
финансовый рынок;российское законодательство;25;49;0.9200
финансовый рынок;российский бизнес;25;37;0.8000
финансовый рынок;финансовая система;25;26;1.0000
негосударственный пенсионный фонд;российский рубль;19;38;0.8947
негосударственный пенсионный фонд;российская сторона;19;38;0.8947
негосударственный пенсионный фонд;российский газ;19;38;0.8947
негосударственный пенсионный фонд;российская валюта;19;37;0.8421
негосударственный пенсионный фонд;российское правительство;19;51;1.0000
негосударственный пенсионный фонд;российская компания;19;46;0.9474
негосударственный пенсионный фонд;российский рынок;19;37;0.8947
негосударственный пенсионный фонд;российский бюджет;19;39;0.8421
негосударственный пенсионный фонд;украинское правительство;19;45;0.8947
негосударственный пенсионный фонд;глава государства;19;19;0.9474
негосударственный пенсионный фонд;аналитическое управление;19;43;0.9474
негосударственный пенсионный фонд;собственное средство;19;43;0.8421
негосударственный пенсионный фонд;российская власть;19;37;0.8421
негосударственный пенсионный фонд;Российская Федерация;19;35;0.8421
негосударственный пенсионный фонд;российский банк;19;41;0.8947
негосударственный пенсионный фонд;российский производитель;19;48;1.0000
негосударственный пенсионный фонд;правительство;19;45;0.8421
негосударственный пенсионный фонд;официальный представитель;19;51;0.9474
негосударственный пенсионный фонд;российское законодательство;19;49;1.0000
негосударственный пенсионный фонд;российский бизнес;19;37;0.8421
Госдума;компания;13;42;0.8462
Госдума;российское правительство;13;51;1.0000
Госдума;российская компания;13;46;0.9231
Госдума;уголовная ответственность;13;35;0.8462
Госдума;законопроект;13;26;0.8462
Госдума;украинское правительство;13;45;0.8462
Госдума;собственное средство;13;43;0.9231
Госдума;иностранная компания;13;40;0.8462
Госдума;дополнительное средство;13;42;0.8462
Госдума;комитет Госдумы;13;11;0.8462
Госдума;Следственный комитет;13;35;0.9231
Госдума;российский банк;13;41;0.8462
Госдума;российский производитель;13;48;0.9231
Госдума;федеральный закон;13;25;0.9231
Госдума;официальный представитель;13;51;1.0000
Госдума;российское законодательство;13;49;1.0000
украинская сторона;российский рубль;22;38;0.9545
украинская сторона;российская сторона;22;38;0.9545
украинская сторона;российский газ;22;38;0.9545
украинская сторона;российская валюта;22;37;0.9545
украинская сторона;российское правительство;22;51;1.0000
украинская сторона;российская компания;22;46;1.0000
украинская сторона;украинский кризис;22;21;0.9091
украинская сторона;российский рынок;22;37;0.9545
украинская сторона;российский бюджет;22;39;0.9545
украинская сторона;российская экономика;22;33;0.9545
украинская сторона;Украина;22;23;0.9545
украинская сторона;украинское правительство;22;45;1.0000
украинская сторона;российская власть;22;37;0.9545
украинская сторона;Российская Федерация;22;35;0.8636
украинская сторона;российский банк;22;41;0.9545
украинская сторона;российский производитель;22;48;1.0000
украинская сторона;правительство;22;45;0.8182
украинская сторона;официальный представитель;22;51;0.9091
украинская сторона;украинский банк;22;24;0.9091
украинская сторона;украинская власть;22;21;0.9091
украинская сторона;российское законодательство;22;49;1.0000
украинская сторона;российский бизнес;22;37;0.9545
депутат Госдумы;компания;11;42;0.8182
депутат Госдумы;Госдума;11;13;0.9091
депутат Госдумы;российское правительство;11;51;1.0000
депутат Госдумы;российская компания;11;46;1.0000
депутат Госдумы;уголовная ответственность;11;35;0.9091
депутат Госдумы;депутат;11;12;0.9091
депутат Госдумы;экономическая ситуация;11;35;0.8182
депутат Госдумы;законопроект;11;26;0.9091
депутат Госдумы;украинское правительство;11;45;0.8182
депутат Госдумы;Центральный банк;11;27;0.8182
депутат Госдумы;аналитическое управление;11;43;0.8182
депутат Госдумы;собственное средство;11;43;0.8182
депутат Госдумы;иностранная компания;11;40;0.8182
депутат Госдумы;комитет Госдумы;11;11;0.8182
депутат Госдумы;Следственный комитет;11;35;0.8182
депутат Госдумы;российский банк;11;41;0.8182
депутат Госдумы;российский производитель;11;48;0.9091
депутат Госдумы;федеральный закон;11;25;0.8182
депутат Госдумы;официальный представитель;11;51;1.0000
депутат Госдумы;российское законодательство;11;49;1.0000
строительство;российское правительство;35;51;1.0000
строительство;российская компания;35;46;0.8286
строительство;украинское правительство;35;45;0.9429
строительство;аналитическое управление;35;43;0.8000
строительство;собственное средство;35;43;0.8857
строительство;правительство РФ;35;41;0.9714
строительство;проект постановления;35;39;0.8000
строительство;российский производитель;35;48;0.8571
строительство;правительство;35;45;1.0000
строительство;официальный представитель;35;51;0.9429
строительство;российское законодательство;35;49;0.9143
розничный бизнес;правоохранительный орган;8;28;0.8750
розничный бизнес;российское правительство;8;51;0.8750
розничный бизнес;кредит;8;19;0.8750
розничный бизнес;украинское правительство;8;45;0.8750
розничный бизнес;аналитическое управление;8;43;1.0000
розничный бизнес;правительство РФ;8;41;0.8750
розничный бизнес;национальная экономика;8;31;0.8750
розничный бизнес;кредитная организация;8;25;0.8750
розничный бизнес;российский банк;8;41;0.8750
розничный бизнес;российский производитель;8;48;0.8750
розничный бизнес;правительство;8;45;0.8750
розничный бизнес;официальный представитель;8;51;0.8750
розничный бизнес;банк;8;16;0.8750
розничный бизнес;российское законодательство;8;49;0.8750
розничный бизнес;исполнительный директор;8;40;0.8750
европейская страна;российский рубль;12;38;0.9167
европейская страна;российская сторона;12;38;0.9167
европейская страна;российский газ;12;38;0.9167
европейская страна;российская валюта;12;37;0.9167
европейская страна;российское правительство;12;51;1.0000
европейская страна;российская компания;12;46;0.9167
европейская страна;российский рынок;12;37;0.9167
европейская страна;российский бюджет;12;39;0.9167
европейская страна;российская экономика;12;33;0.8333
европейская страна;украинское правительство;12;45;0.9167
европейская страна;российская власть;12;37;0.9167
европейская страна;Российская Федерация;12;35;0.8333
европейская страна;проект постановления;12;39;0.8333
европейская страна;российский банк;12;41;0.9167
европейская страна;российский производитель;12;48;0.9167
европейская страна;официальный представитель;12;51;1.0000
европейская страна;российское законодательство;12;49;0.9167
европейская страна;российский бизнес;12;37;0.9167
главный образ;российское правительство;10;51;0.8000
главный образ;российская компания;10;46;0.8000
главный образ;российский бюджет;10;39;0.8000
главный образ;российская экономика;10;33;0.8000
главный образ;аналитическое управление;10;43;0.8000
главный образ;проект постановления;10;39;0.8000
главный образ;российский производитель;10;48;0.8000
главный образ;официальный представитель;10;51;1.0000
главный образ;российское законодательство;10;49;0.8000
главный образ;российский бизнес;10;37;0.8000
чрезвычайная ситуация;российский рубль;11;38;1.0000
чрезвычайная ситуация;российская сторона;11;38;1.0000
чрезвычайная ситуация;российский газ;11;38;1.0000
чрезвычайная ситуация;российская валюта;11;37;0.9091
чрезвычайная ситуация;российское правительство;11;51;1.0000
чрезвычайная ситуация;российская компания;11;46;0.9091
чрезвычайная ситуация;экономическая ситуация;11;35;1.0000
чрезвычайная ситуация;российский рынок;11;37;1.0000
чрезвычайная ситуация;российский бюджет;11;39;0.9091
чрезвычайная ситуация;российская экономика;11;33;0.8182
чрезвычайная ситуация;Украина;11;23;0.8182
чрезвычайная ситуация;эксперт;11;32;0.8182
чрезвычайная ситуация;украинское правительство;11;45;1.0000
чрезвычайная ситуация;аналитическое управление;11;43;0.8182
чрезвычайная ситуация;собственное средство;11;43;0.9091
чрезвычайная ситуация;российская власть;11;37;1.0000
чрезвычайная ситуация;Российская Федерация;11;35;0.9091
чрезвычайная ситуация;дополнительное средство;11;42;0.8182
чрезвычайная ситуация;проект постановления;11;39;0.8182
чрезвычайная ситуация;российский банк;11;41;1.0000
чрезвычайная ситуация;российский производитель;11;48;1.0000
чрезвычайная ситуация;официальный представитель;11;51;0.8182
чрезвычайная ситуация;российское законодательство;11;49;1.0000
чрезвычайная ситуация;российский бизнес;11;37;0.9091
противный случай;строительство;9;35;0.8889
противный случай;российская валюта;9;37;0.8889
противный случай;российское правительство;9;51;1.0000
противный случай;украинское правительство;9;45;0.8889
противный случай;аналитическое управление;9;43;0.8889
противный случай;собственное средство;9;43;0.8889
противный случай;правительство РФ;9;41;1.0000
противный случай;Следственный комитет;9;35;1.0000
противный случай;проект постановления;9;39;0.8889
противный случай;российский производитель;9;48;0.8889
противный случай;правительство;9;45;1.0000
противный случай;официальный представитель;9;51;1.0000
противный случай;российское законодательство;9;49;0.8889
противный случай;исполнительный директор;9;40;0.8889
внутренний рынок;компания;7;42;0.8571
внутренний рынок;российский рубль;7;38;0.8571
внутренний рынок;российская сторона;7;38;0.8571
внутренний рынок;российский газ;7;38;0.8571
внутренний рынок;российская валюта;7;37;0.8571
внутренний рынок;российское правительство;7;51;1.0000
внутренний рынок;российская компания;7;46;1.0000
внутренний рынок;экономическая ситуация;7;35;0.8571
внутренний рынок;российский рынок;7;37;0.8571
внутренний рынок;российский бюджет;7;39;0.8571
внутренний рынок;российская экономика;7;33;0.8571
внутренний рынок;украинское правительство;7;45;1.0000
внутренний рынок;российская власть;7;37;0.8571
внутренний рынок;правительство РФ;7;41;0.8571
внутренний рынок;Российская Федерация;7;35;0.8571
внутренний рынок;иностранная компания;7;40;0.8571
внутренний рынок;Следственный комитет;7;35;0.8571
внутренний рынок;проект постановления;7;39;1.0000
внутренний рынок;российский банк;7;41;0.8571
внутренний рынок;российский производитель;7;48;1.0000
внутренний рынок;крупная компания;7;34;0.8571
внутренний рынок;правительство;7;45;1.0000
внутренний рынок;официальный представитель;7;51;1.0000
внутренний рынок;российское законодательство;7;49;1.0000
внутренний рынок;исполнительный директор;7;40;0.8571
внутренний рынок;российский бизнес;7;37;0.8571
запрос Известий"";компания;19;42;0.8947
запрос Известий"";российское правительство;19;51;0.8947
запрос Известий"";российская компания;19;46;0.8947
запрос Известий"";уголовная ответственность;19;35;0.8421
запрос Известий"";российский бюджет;19;39;0.8421
запрос Известий"";украинское правительство;19;45;0.8421
запрос Известий"";российский производитель;19;48;0.8947
запрос Известий"";правительство;19;45;0.8421
запрос Известий"";официальный представитель;19;51;0.9474
запрос Известий"";российское законодательство;19;49;0.9474
денежный перевод;российский рубль;11;38;0.8182
денежный перевод;строительство;11;35;0.8182
денежный перевод;российское правительство;11;51;1.0000
денежный перевод;российская компания;11;46;0.8182
денежный перевод;окончательное решение;11;37;0.8182
денежный перевод;уголовная ответственность;11;35;0.9091
денежный перевод;украинское правительство;11;45;0.9091
денежный перевод;Центральный банк;11;27;0.8182
денежный перевод;аналитическое управление;11;43;0.9091
денежный перевод;собственное средство;11;43;0.9091
денежный перевод;правительство РФ;11;41;0.9091
денежный перевод;дополнительное средство;11;42;0.8182
денежный перевод;Следственный комитет;11;35;0.8182
денежный перевод;кредитная организация;11;25;0.9091
денежный перевод;российский банк;11;41;0.9091
денежный перевод;российский производитель;11;48;0.9091
денежный перевод;правительство;11;45;1.0000
денежный перевод;официальный представитель;11;51;1.0000
денежный перевод;российское законодательство;11;49;1.0000
денежный перевод;исполнительный директор;11;40;0.8182
банковская система;банковский сектор;15;20;0.8000
банковская система;российский рубль;15;38;0.8667
банковская система;строительство;15;35;0.8667
банковская система;российская сторона;15;38;0.8667
банковская система;российский газ;15;38;0.8667
банковская система;российская валюта;15;37;0.8000
банковская система;российское правительство;15;51;1.0000
банковская система;российская компания;15;46;0.8000
банковская система;экономическая ситуация;15;35;0.8000
банковская система;российский рынок;15;37;0.8667
банковская система;российский бюджет;15;39;0.8000
банковская система;российская экономика;15;33;0.8000
банковская система;украинское правительство;15;45;0.8667
банковская система;аналитическое управление;15;43;0.9333
банковская система;собственное средство;15;43;1.0000
банковская система;российская власть;15;37;0.8667
банковская система;правительство РФ;15;41;0.8667
банковская система;национальная экономика;15;31;0.8667
банковская система;Российская Федерация;15;35;0.8000
банковская система;дополнительное средство;15;42;0.8667
банковская система;Следственный комитет;15;35;0.8000
банковская система;проект постановления;15;39;1.0000
банковская система;кредитная организация;15;25;0.8000
