рост_экономики,-1,24,17,13,22,12,11,23,17,20,16,12,22,11,17,-1,14,21,23,17,28,18,39,16,13,14,
финансовая_помощь,-1,21,23,15,24,16,15,19,18,23,21,12,21,21,20,7,20,18,18,14,29,19,23,22,18,14,
второй_квартал,-1,-1,-1,-1,10,-1,7,-1,7,-1,-1,-1,8,-1,-1,-1,-1,7,9,6,6,-1,-1,6,-1,6,
инфляция,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,
реальный_сектор,-1,23,14,7,13,11,9,13,16,20,14,10,18,13,11,11,14,14,19,22,24,16,24,16,18,13,
первый_этап,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,
природный_ресурс,-1,6,-1,-1,-1,-1,-1,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,6,
негосударственный_пенсионный_фонд,-1,34,23,12,14,18,15,19,22,14,11,18,23,13,15,15,15,24,16,22,23,20,28,19,14,15,
московская_область,-1,10,7,-1,-1,-1,-1,12,7,7,7,-1,8,-1,-1,-1,-1,-1,10,10,9,-1,11,11,7,8,
негативное_последствие,-1,21,16,10,14,12,16,19,15,14,11,13,21,11,15,8,15,17,16,11,23,17,20,17,17,15,
чистая_прибыль,-1,-1,9,-1,10,-1,6,-1,7,9,7,7,10,7,-1,7,10,6,7,-1,8,-1,-1,6,-1,8,
ослабление_рубля,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,
российская_компания,11,53,40,34,39,29,33,41,37,35,38,29,50,30,28,26,34,36,37,37,46,44,51,46,34,38,
отток_капитала,-1,8,7,-1,12,9,9,-1,-1,10,10,7,15,6,-1,8,8,9,10,-1,-1,11,7,7,7,6,
мировой_рынок,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,7,7,9,-1,-1,-1,
значительная_часть,-1,37,22,22,26,20,20,25,28,23,22,21,25,19,19,12,23,25,22,29,30,30,36,35,25,18,
население,-1,9,14,-1,14,11,9,12,7,12,12,15,14,8,9,7,13,13,7,11,13,13,11,11,-1,9,
регулятор,-1,10,8,6,14,13,6,11,10,18,11,9,9,11,8,6,10,8,7,12,13,13,10,10,11,9,
заработная_плата,-1,7,6,-1,7,-1,-1,-1,-1,6,7,6,-1,-1,6,-1,-1,6,-1,10,9,13,7,7,-1,-1,
рейтинговое_агентство,6,21,13,15,8,11,11,10,11,9,10,8,17,17,6,9,12,15,13,15,15,17,19,12,9,12,
украинский_кризис,-1,-1,10,8,11,7,-1,7,6,7,-1,-1,-1,8,7,-1,8,-1,6,-1,11,9,18,21,-1,10,
долгосрочная_перспектива,-1,14,15,10,13,-1,9,8,15,14,10,10,8,8,9,8,9,7,-1,8,11,9,14,10,7,8,
средний_размер,-1,14,11,7,15,10,7,10,8,9,12,12,17,8,10,-1,12,10,10,8,10,8,11,10,8,8,
другая_страна,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
развивающаяся_страна,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,6,-1,-1,-1,
деловая_активность,-1,17,6,11,11,7,10,8,9,10,15,11,20,8,8,6,8,11,10,17,16,12,14,13,11,15,
гражданский_кодекс,8,22,18,6,17,14,9,9,8,9,12,12,14,9,14,-1,11,12,15,12,12,12,16,14,11,11,
региональный_бюджет,7,31,19,10,21,18,12,17,21,23,18,18,24,15,20,14,21,20,28,23,28,22,29,19,19,23,
национальная_валюта,-1,32,24,17,21,19,16,24,22,24,18,21,24,15,19,15,24,25,28,25,31,25,38,25,17,24,
московская_биржа,-1,8,-1,-1,-1,-1,-1,-1,6,-1,7,-1,-1,-1,-1,-1,-1,-1,7,7,7,-1,8,6,-1,6,
рынок,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,
министр,8,30,20,14,26,6,15,17,14,16,17,17,28,13,15,13,21,21,16,19,23,18,21,22,12,19,
таможенный_союз,-1,7,7,-1,8,-1,-1,6,-1,-1,-1,-1,7,6,-1,6,-1,7,-1,-1,-1,-1,7,-1,7,-1,
российская_валюта,6,36,36,24,27,24,26,24,27,31,26,25,35,20,20,22,27,27,33,24,40,36,40,37,19,25,
особая_экономическая_зона,-1,19,20,10,17,9,11,19,11,20,15,13,21,12,19,6,16,23,21,12,18,15,33,19,9,15,
первое_полугодие,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,7,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,
комитет_госдумы,-1,8,10,8,18,10,11,12,7,6,7,8,-1,9,10,-1,9,10,10,-1,11,11,10,11,-1,-1,
уголовное_дело,-1,6,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,6,6,-1,
российская_сторона,7,39,38,24,32,25,29,28,31,33,31,25,37,24,23,26,32,28,33,25,43,39,46,38,27,27,
газпром"",-1,11,11,-1,12,8,-1,10,7,6,-1,-1,6,-1,-1,-1,-1,-1,-1,6,12,10,7,11,8,-1,
начало_года,6,28,24,13,25,16,19,22,17,19,21,16,24,16,17,20,19,22,21,18,17,15,24,19,22,19,
крупнейший_банк,-1,15,-1,9,10,9,9,9,10,10,14,7,14,-1,-1,10,14,14,11,13,11,14,23,18,11,7,
уголовная_ответственность,11,39,36,31,35,26,24,26,29,31,28,30,31,22,21,14,35,33,33,29,38,34,40,35,23,29,
украинская_власть,-1,-1,12,9,11,8,6,10,7,6,-1,-1,-1,6,-1,-1,6,-1,-1,-1,10,8,16,21,6,10,
министр_энергетики,-1,8,10,-1,9,-1,-1,-1,-1,-1,-1,-1,6,8,-1,-1,-1,-1,-1,-1,-1,6,-1,7,8,7,
страховой_взнос,-1,11,-1,-1,11,-1,-1,-1,-1,6,7,-1,6,8,-1,-1,7,-1,-1,-1,7,6,-1,-1,-1,-1,
платежный_баланс,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,
правительство,14,60,42,35,42,32,37,40,35,34,33,29,48,29,30,25,39,38,37,38,52,48,53,45,37,35,
европа,-1,-1,6,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
денежно-кредитная_политика,-1,7,7,7,6,7,-1,8,-1,8,7,-1,-1,8,7,7,6,6,-1,9,13,10,14,10,7,-1,
иностранная_валюта,-1,7,7,-1,8,-1,11,-1,9,-1,9,10,-1,8,7,6,7,10,14,-1,8,8,18,10,-1,7,
строительство,11,44,38,33,38,24,34,29,31,29,29,25,39,24,27,19,35,32,29,27,46,42,39,35,32,30,
валютный_контроль,-1,9,6,-1,7,12,7,10,9,7,10,-1,9,6,-1,-1,8,11,8,8,13,16,17,8,-1,10,
потребительский_спрос,7,20,24,18,17,21,16,23,15,15,14,9,20,11,15,12,21,16,15,16,26,13,20,18,16,12,
александр_новак,-1,19,22,11,13,13,11,15,14,11,15,14,20,-1,10,8,13,11,8,16,13,20,21,12,15,13,
должностное_лицо,-1,16,11,9,13,7,8,-1,13,14,8,6,11,-1,6,-1,-1,12,6,9,12,8,14,7,10,8,
экономическая_ситуация,7,38,32,20,32,24,23,31,23,30,25,18,32,16,25,16,26,28,36,25,38,30,46,35,24,26,
малый_бизнес,-1,-1,-1,-1,-1,6,-1,6,-1,-1,7,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,11,-1,-1,-1,
кредитный_портфель,-1,8,9,6,11,10,6,-1,9,12,7,7,6,8,7,-1,13,7,7,8,9,12,14,9,8,7,
министр_финансов,-1,30,29,19,29,19,16,22,20,26,25,16,28,22,21,8,25,25,21,18,33,27,26,27,19,16,
таможенная_пошлина,-1,-1,7,-1,6,-1,-1,8,6,6,-1,-1,-1,-1,-1,6,6,8,-1,-1,-1,7,10,-1,-1,-1,
российский_производитель,9,55,48,36,46,35,38,42,40,36,38,29,49,30,27,27,36,37,41,41,53,49,52,48,34,36,
центральный_банк,-1,23,18,16,25,16,12,24,19,23,21,19,23,16,18,9,20,19,16,20,19,24,25,27,18,18,
торговая_сеть,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
глава_газпрома"",-1,9,8,-1,6,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,-1,7,-1,-1,
аналитическое_управление,12,49,39,31,44,34,31,41,38,37,35,32,48,29,25,21,33,40,40,36,51,44,48,43,34,38,
стратегический_анализ,-1,14,7,-1,7,-1,8,10,8,6,7,-1,11,8,9,8,-1,16,6,13,9,10,10,7,8,6,
розничная_цена,-1,6,7,7,8,8,-1,6,8,10,-1,8,6,-1,-1,-1,10,13,11,-1,10,7,7,-1,-1,-1,
проблема,-1,17,24,13,18,20,12,17,23,15,15,12,21,16,15,8,16,12,21,19,27,17,19,21,15,20,
российская_федерация,6,43,40,28,30,26,28,31,31,33,32,26,42,22,26,25,36,33,33,25,42,38,47,35,26,31,
страховой_рынок,-1,13,-1,-1,10,-1,-1,6,-1,6,7,-1,9,8,-1,-1,7,7,6,-1,6,10,9,-1,6,-1,
капитальный_ремонт,-1,9,7,9,11,11,10,7,-1,10,10,8,13,8,-1,8,10,7,13,9,10,15,11,8,6,7,
высокий_уровень,-1,7,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,9,-1,-1,-1,
первый_квартал,-1,6,-1,-1,10,-1,6,-1,-1,-1,-1,-1,8,-1,6,-1,-1,7,8,8,7,-1,6,6,-1,-1,
аналитик_компании,10,52,31,23,33,25,31,36,28,28,34,24,51,30,21,20,32,33,31,37,38,43,37,32,31,34,
пенсионный_фонд,-1,8,7,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,
материнский_капитал,-1,10,8,-1,-1,-1,8,-1,-1,8,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,8,-1,7,-1,-1,-1,
банк_москвы,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,
юридическое_лицо,-1,9,16,14,10,10,-1,9,13,13,9,8,6,8,8,-1,-1,9,6,9,12,10,12,13,11,11,
общий_объем,7,19,17,14,22,18,11,18,15,19,17,17,27,12,12,12,16,17,16,17,26,18,20,21,13,16,
международный_валютный_фонд,-1,15,19,12,15,11,12,7,-1,9,10,6,12,10,6,7,9,10,8,7,12,14,25,14,8,14,
депутат,-1,6,7,8,10,9,-1,6,-1,6,-1,7,8,-1,7,-1,10,7,7,-1,9,11,10,12,7,7,
настоящий_момент,-1,14,8,8,9,10,-1,11,9,12,12,9,8,9,11,6,10,12,12,7,7,16,18,-1,-1,9,
совет_директоров,9,48,35,29,32,23,29,34,30,28,30,23,41,26,20,20,27,30,32,33,36,34,41,32,29,25,
информация_известий"",-1,32,21,15,20,18,18,23,22,23,14,19,38,16,11,16,15,18,17,23,27,22,30,23,24,21,
кредитная_история,-1,-1,-1,-1,-1,7,-1,6,-1,-1,-1,-1,-1,-1,6,-1,6,-1,-1,9,6,7,11,7,-1,-1,
внешний_рынок,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,8,-1,-1,7,
исполнительная_власть,6,42,29,21,33,21,17,25,22,27,23,19,37,21,21,11,27,26,23,23,30,28,32,28,19,25,
четвертый_квартал,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
совет_федерации,-1,24,13,16,16,14,12,17,19,14,9,12,21,10,13,10,12,16,11,8,23,15,22,15,12,16,
каждый_день,-1,6,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
федеральная_антимонопольная_служба,-1,21,11,12,9,9,8,8,13,9,8,-1,14,7,12,9,12,13,12,8,13,14,15,12,11,18,
собственное_средство,14,49,38,33,36,30,29,31,30,31,28,24,51,28,29,17,36,40,36,37,43,42,44,43,34,34,
резкий_рост,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,
автомобиль,-1,8,-1,7,-1,-1,-1,-1,-1,-1,6,6,6,6,-1,-1,11,8,7,8,11,9,10,12,6,6,
тот_момент,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,-1,-1,-1,-1,-1,-1,
пенсионное_накопление,-1,7,7,6,-1,-1,-1,6,-1,7,6,-1,6,-1,6,-1,-1,7,-1,6,8,7,8,-1,-1,-1,
курс_доллара,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,6,13,-1,-1,-1,-1,-1,-1,-1,
директор_института,9,47,30,28,28,23,27,31,24,26,31,21,41,26,21,18,25,29,29,30,33,36,40,32,28,18,
чиновник,-1,12,-1,-1,10,-1,-1,-1,-1,6,-1,6,10,-1,-1,-1,-1,-1,-1,8,9,10,11,7,-1,-1,
интеллектуальная_собственность,9,35,24,25,26,19,16,18,21,23,18,19,29,15,18,9,30,30,25,24,29,31,26,29,22,29,
дмитрий_медведев,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,
банковская_система,-1,13,15,8,14,13,8,14,12,18,10,6,7,10,10,-1,11,11,13,14,16,15,27,15,8,14,
минэкономики,-1,23,15,12,16,11,10,19,9,16,17,8,23,10,16,8,16,18,18,11,19,12,31,13,14,9,
пенсионная_система,-1,8,9,-1,10,6,-1,7,6,-1,-1,-1,-1,-1,7,-1,6,8,-1,8,6,8,10,6,-1,-1,
налоговая_льгота,-1,8,6,7,-1,-1,-1,6,6,-1,-1,-1,7,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
проект_постановления,12,36,37,29,37,28,21,38,35,30,33,27,44,22,26,16,30,35,32,32,41,40,32,39,29,26,
российский_газ,6,38,36,25,31,28,29,29,32,31,31,26,37,22,23,26,33,28,34,26,42,39,45,38,26,27,
глава_минфина,-1,6,13,7,14,6,8,15,-1,6,10,-1,10,-1,-1,-1,6,7,6,-1,7,8,7,8,8,10,
крым,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,
средняя_цена,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,6,-1,-1,6,
заместитель_министра,9,37,24,16,29,12,19,22,23,21,19,20,35,17,19,15,23,21,21,24,24,22,30,23,19,20,
национальная_платежная_система,-1,29,26,13,20,19,14,24,18,23,17,19,25,13,17,13,16,21,20,20,27,23,39,24,14,19,
денежное_средство,6,31,16,14,17,16,17,13,18,16,24,13,25,18,14,11,18,23,17,22,32,21,25,24,16,18,
частный_сектор,-1,12,6,-1,7,8,7,-1,7,7,7,-1,12,-1,-1,6,-1,-1,9,7,13,7,16,-1,9,7,
банковская_гарантия,-1,7,11,-1,6,-1,-1,-1,-1,7,-1,-1,-1,7,-1,-1,-1,-1,-1,6,6,10,10,8,-1,-1,
данный_вопрос,-1,13,15,7,12,14,8,9,15,15,12,9,15,9,10,10,12,16,8,14,14,14,23,18,13,11,
территория_россии,-1,15,17,11,19,11,9,11,15,12,12,8,16,11,13,9,13,15,-1,9,15,22,16,20,8,12,
санкция,-1,-1,11,9,12,9,10,17,17,18,14,11,12,7,10,6,11,13,6,6,7,8,18,18,6,11,
иностранный_банк,-1,14,15,8,20,13,17,13,13,18,18,18,15,14,13,8,15,16,20,11,20,15,22,18,7,13,
бизнес,7,24,21,17,17,17,12,17,18,15,22,17,29,20,14,12,22,23,18,9,27,27,31,18,13,12,
адвокатское_бюро,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
западная_санкция,-1,-1,7,-1,-1,-1,-1,6,10,7,8,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,8,6,-1,-1,
окончательное_решение,-1,31,36,21,33,22,20,27,27,23,31,17,34,20,22,12,22,24,22,30,41,33,32,37,29,26,
финансовая_система,-1,25,24,19,29,16,16,21,19,23,21,12,23,20,21,-1,26,19,22,15,29,25,25,26,19,15,
эксперт,9,43,24,27,29,26,25,27,30,27,21,20,39,24,17,17,29,27,26,30,41,37,39,32,26,26,
денежный_перевод,-1,-1,10,7,9,-1,6,-1,6,-1,9,-1,7,6,-1,-1,6,8,10,8,12,8,15,11,-1,-1,
следственный_комитет,10,50,31,26,35,29,23,30,28,30,26,20,42,23,26,15,27,32,29,37,43,38,38,35,26,31,
рост_цен,-1,7,-1,6,-1,-1,-1,8,-1,11,7,6,-1,-1,6,-1,-1,-1,8,6,7,-1,-1,-1,9,6,
участник_рынка,-1,29,16,14,25,11,14,17,11,16,17,8,18,9,10,-1,12,8,15,16,23,17,20,18,12,11,
российский_рынок,-1,38,36,26,31,28,28,29,28,32,30,26,37,22,23,26,31,29,34,25,41,39,46,37,25,25,
деньги,-1,15,10,9,9,-1,10,10,10,11,16,13,11,13,13,-1,6,8,12,12,9,12,9,15,10,11,
управляющая_компания,11,44,27,29,35,27,25,30,31,27,27,23,44,25,18,20,31,30,31,35,35,39,37,37,33,33,
максим_осадчий,-1,6,-1,-1,9,-1,-1,6,8,7,8,8,12,6,-1,-1,7,9,7,7,7,8,8,8,-1,-1,
ипотечный_кредит,-1,7,7,-1,-1,-1,6,9,6,10,-1,-1,-1,6,6,-1,7,-1,7,8,9,6,7,6,6,-1,
российское_правительство,15,59,44,37,45,36,39,43,39,40,40,28,54,32,32,27,41,41,42,39,58,51,56,51,38,38,
средний_бизнес,6,16,11,6,11,14,7,14,9,9,16,9,15,13,9,6,14,16,12,-1,17,18,24,12,9,11,
экономическое_развитие,-1,33,24,19,24,21,17,23,22,27,22,22,36,19,23,13,22,28,27,25,32,32,40,24,21,22,
бюджетное_правило,-1,24,15,-1,16,7,9,6,10,12,12,13,18,9,13,7,12,17,14,14,15,10,18,19,13,14,
клиент,-1,14,15,11,17,12,14,14,18,12,20,13,11,12,8,-1,13,10,15,17,20,19,15,12,10,11,
владимир_путин,-1,16,16,8,13,11,7,10,12,10,13,8,13,7,10,-1,11,11,12,7,9,13,6,14,9,11,
защита_прав,7,10,12,10,15,7,9,-1,9,7,6,12,13,-1,8,-1,12,10,7,11,17,13,12,11,10,7,
первый_вице-премьер,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,8,-1,-1,-1,
потребительская_цена,6,18,23,15,18,15,14,21,14,13,11,10,18,10,15,11,21,14,15,15,22,13,14,19,15,13,
пояснительная_записка,7,27,20,21,34,23,14,19,21,25,20,14,28,15,14,10,24,24,19,21,22,27,29,25,15,21,
сельское_хозяйство,-1,6,-1,-1,-1,-1,-1,8,8,-1,-1,-1,9,-1,-1,6,7,-1,7,-1,-1,-1,-1,-1,-1,-1,
экономическая_санкция,-1,24,24,14,23,14,15,25,20,29,21,16,27,16,21,11,24,25,24,18,23,21,41,23,16,18,
накопительная_часть,-1,18,-1,-1,12,7,10,8,9,10,8,9,13,8,10,6,8,10,9,9,13,6,16,17,9,11,
дмитрий_козак,-1,13,6,9,13,14,7,12,7,10,7,6,14,-1,-1,-1,8,11,9,10,10,10,9,8,12,6,
консалтинговая_компания,-1,27,13,19,10,12,11,16,16,11,11,10,23,14,8,11,14,13,18,15,18,18,23,12,11,16,
инвестиционный_климат,-1,19,20,9,13,14,10,12,14,12,15,6,23,15,6,8,9,16,-1,17,24,19,17,17,17,15,
минфин,-1,-1,10,6,12,-1,7,13,-1,6,9,-1,8,-1,-1,-1,7,7,-1,-1,-1,-1,6,7,8,-1,
процентная_ставка,-1,12,15,11,11,10,-1,7,8,15,8,9,10,11,10,10,14,11,15,10,10,10,14,10,-1,9,
нефтяная_цена,-1,-1,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,6,-1,-1,
бюджетное_средство,-1,31,13,10,18,15,11,14,19,15,15,14,26,15,17,10,18,21,17,18,21,21,24,28,22,19,
коммерческий_банк,-1,18,16,10,18,12,12,12,12,14,14,16,15,14,9,8,17,12,12,14,19,15,22,14,12,13,
просроченная_задолженность,8,15,16,15,18,10,8,11,17,17,14,12,17,8,11,11,19,11,14,20,14,12,16,20,14,12,
правоохранительный_орган,9,31,22,18,31,21,18,21,17,25,21,18,33,17,18,14,26,23,22,30,35,25,30,28,21,24,
российский_рубль,7,38,35,24,30,27,29,29,29,32,31,25,38,23,23,25,30,28,32,24,42,38,45,38,26,26,
украинское_правительство,11,45,35,27,37,32,33,36,30,30,27,26,35,26,25,20,33,31,28,30,45,39,47,45,31,31,
банк_россии,6,17,19,12,22,13,14,23,16,21,20,13,19,18,16,9,20,21,17,11,20,21,31,19,16,12,
мировая_экономика,-1,24,16,12,24,14,10,21,14,22,16,12,20,12,19,6,15,22,21,17,21,18,36,21,14,14,
курс_рубля,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,
новый_закон,-1,-1,10,6,11,7,6,-1,-1,7,6,-1,7,6,8,-1,6,6,6,-1,13,6,11,6,-1,-1,
первый_зампред,-1,14,11,9,13,11,7,13,8,11,10,13,14,8,9,7,14,18,14,9,12,8,13,11,8,10,
платежная_система,-1,6,6,-1,9,-1,-1,9,7,10,7,-1,-1,7,-1,-1,7,-1,-1,6,7,9,11,8,-1,-1,
российский_банк,6,42,40,26,35,29,31,31,31,33,34,29,40,25,25,25,35,29,35,30,43,40,45,41,29,29,
весь_регион,-1,10,9,-1,6,7,10,7,8,10,7,9,10,7,-1,-1,7,8,8,8,15,13,10,8,10,10,
всемирный_банк,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,-1,-1,
социальная_норма,-1,27,19,16,22,19,16,15,22,16,17,19,17,15,16,16,20,22,19,16,19,17,27,17,25,17,
переходный_период,-1,-1,7,6,8,-1,-1,-1,-1,7,10,10,12,9,-1,-1,6,9,8,-1,6,9,8,11,-1,-1,
официальный_представитель,16,64,48,36,45,37,36,41,38,39,35,33,55,31,30,25,41,43,44,45,56,50,59,51,40,42,
кредитный_рейтинг,-1,9,11,-1,10,11,-1,6,9,11,9,8,7,10,-1,-1,7,6,11,8,8,14,17,11,10,8,
российское_законодательство,12,54,41,34,43,34,38,37,35,39,36,27,45,30,32,25,39,41,39,36,51,48,53,49,36,36,
национальное_рейтинговое_агентство,7,36,28,18,23,21,16,24,23,24,18,22,31,21,16,20,23,25,24,24,35,33,35,28,19,20,
ближайшее_время,-1,11,16,14,12,10,10,7,16,7,11,-1,11,-1,9,-1,14,7,10,8,12,14,17,11,7,10,
нефтяная_компания,7,35,15,18,15,19,17,21,25,14,16,13,25,13,11,12,18,15,15,23,23,23,25,24,19,22,
девальвация_рубля,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,
доллар,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,7,8,8,18,-1,6,8,-1,6,-1,6,
ивестиция,-1,17,20,6,14,11,12,12,15,17,21,8,22,12,7,11,12,19,9,11,20,19,19,16,15,14,
естественная_монополия,-1,10,8,8,9,14,9,7,11,9,6,-1,11,8,-1,-1,10,-1,13,11,17,14,10,11,8,12,
розничная_торговля,-1,-1,-1,-1,6,-1,-1,6,6,9,-1,-1,-1,-1,-1,-1,-1,8,7,-1,6,-1,6,-1,-1,-1,
полная_стоимость,-1,15,13,10,20,15,12,10,8,14,12,13,17,11,17,9,17,18,17,14,18,20,18,17,12,18,
глава_государства,-1,32,19,12,13,13,14,19,20,12,9,17,22,12,13,15,14,23,16,21,22,17,28,19,14,15,
другая_сторона,-1,-1,7,-1,6,-1,7,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,
заместитель_главы,-1,9,8,11,6,7,9,10,12,6,-1,-1,15,-1,-1,-1,-1,-1,6,-1,11,10,13,13,12,7,
иностранная_компания,13,55,38,28,34,27,32,35,34,30,31,26,50,29,24,22,34,35,33,39,41,40,43,40,32,39,
настоящее_время,-1,22,16,12,9,14,12,10,10,10,16,7,10,9,14,-1,11,8,15,13,21,21,21,8,7,12,
