concept1;concept2;size of concept1;size of concept2;confidence
падение рубля;экономическое развитие;6;27;0.8333
падение рубля;совет директоров;6;28;0.8333
падение рубля;социально-экономическое развитие;6;30;0.8333
падение рубля;экономическая санкция;6;29;0.8333
падение рубля;исполнительный директор;6;35;1.0000
средний бизнес;бизнес;9;15;0.8889
средний бизнес;российское правительство;9;40;0.8889
средний бизнес;российская компания;9;35;0.8889
средний бизнес;российская экономика;9;32;0.8889
средний бизнес;генеральный директор;9;33;0.8889
средний бизнес;собственное средство;9;31;0.8889
средний бизнес;дополнительное средство;9;33;0.8889
средний бизнес;официальный представитель;9;39;0.8889
средний бизнес;социально-экономическое развитие;9;30;0.8889
средний бизнес;российское законодательство;9;39;0.8889
средний бизнес;исполнительный директор;9;35;0.8889
Федеральная антимонопольная служба;компания;9;31;0.8889
Федеральная антимонопольная служба;российское правительство;9;40;0.8889
Федеральная антимонопольная служба;российская компания;9;35;0.8889
Федеральная антимонопольная служба;управляющая компания;9;27;0.8889
Федеральная антимонопольная служба;российская экономика;9;32;0.8889
Федеральная антимонопольная служба;аналитик компании;9;28;1.0000
Федеральная антимонопольная служба;генеральный директор;9;33;0.8889
Федеральная антимонопольная служба;Федеральная налоговая служба;9;15;1.0000
Федеральная антимонопольная служба;экономическая политика;9;26;0.8889
Федеральная антимонопольная служба;аналитическое управление;9;37;0.8889
Федеральная антимонопольная служба;федеральный бюджет;9;20;1.0000
Федеральная антимонопольная служба;Российская Федерация;9;33;0.8889
Федеральная антимонопольная служба;иностранная компания;9;30;0.8889
Федеральная антимонопольная служба;дополнительное средство;9;33;1.0000
Федеральная антимонопольная служба;проект постановления;9;30;0.8889
Федеральная антимонопольная служба;федеральный закон;9;23;1.0000
Федеральная антимонопольная служба;правительство;9;34;0.8889
Федеральная антимонопольная служба;федеральная целевая программа;9;17;0.8889
Федеральная антимонопольная служба;российское законодательство;9;39;0.8889
Федеральная антимонопольная служба;исполнительная власть;9;27;0.8889
Федеральная антимонопольная служба;исполнительный директор;9;35;0.8889
компания;российская сторона;31;33;0.8065
компания;российское правительство;31;40;0.9355
компания;российская компания;31;35;0.9677
компания;управляющая компания;31;27;0.8065
компания;аналитик компании;31;28;0.8710
компания;аналитическое управление;31;37;0.8710
компания;иностранная компания;31;30;0.9677
компания;российский банк;31;33;0.8065
компания;российский производитель;31;36;0.8387
компания;правительство;31;34;0.8065
компания;официальный представитель;31;39;0.9032
компания;российское законодательство;31;39;0.9355
компания;исполнительный директор;31;35;0.8065
компания;страховая компания;31;28;0.8387
платежный баланс;банковский сектор;6;20;1.0000
платежный баланс;компания;6;31;0.8333
платежный баланс;финансовый рынок;6;21;1.0000
платежный баланс;банковская система;6;18;1.0000
платежный баланс;российское правительство;6;40;0.8333
платежный баланс;национальная валюта;6;24;0.8333
платежный баланс;российская компания;6;35;0.8333
платежный баланс;реальный сектор;6;20;0.8333
платежный баланс;уголовная ответственность;6;31;0.8333
платежный баланс;российский рынок;6;32;0.8333
платежный баланс;эксперт;6;27;0.8333
платежный баланс;кредит;6;22;0.8333
платежный баланс;директор департамента;6;24;0.8333
платежный баланс;коммерческий банк;6;14;0.8333
платежный баланс;Национальное рейтинговое агентство;6;24;0.8333
платежный баланс;иностранный банк;6;18;1.0000
платежный баланс;региональная власть;6;23;0.8333
платежный баланс;Банк России;6;21;0.8333
платежный баланс;директор Института;6;26;0.8333
платежный баланс;платежная система;6;10;1.0000
платежный баланс;Центральный банк;6;23;1.0000
платежный баланс;банк России;6;21;0.8333
платежный баланс;аналитическое управление;6;37;0.8333
платежный баланс;национальная экономика;6;31;0.8333
платежный баланс;финансовая помощь;6;23;1.0000
платежный баланс;иностранная компания;6;30;0.8333
платежный баланс;Следственный комитет;6;30;0.8333
платежный баланс;санкция;6;18;0.8333
платежный баланс;кредитная организация;6;25;1.0000
платежный баланс;национальная платежная система;6;23;1.0000
платежный баланс;министр финансов;6;26;1.0000
платежный баланс;российский банк;6;33;0.8333
платежный баланс;крупная компания;6;23;0.8333
платежный баланс;официальный представитель;6;39;1.0000
платежный баланс;регулятор;6;18;1.0000
платежный баланс;экономическая санкция;6;29;0.8333
платежный баланс;банк;6;14;1.0000
платежный баланс;российское законодательство;6;39;0.8333
платежный баланс;Общественная палата;6;23;1.0000
платежный баланс;исполнительный директор;6;35;1.0000
платежный баланс;течение года;6;20;1.0000
платежный баланс;финансовая система;6;23;1.0000
платежный баланс;страховая компания;6;28;0.8333
кредитный портфель;эксперт;12;27;0.8333
кредитный портфель;кредит;12;22;1.0000
кредитный портфель;генеральный директор;12;33;0.8333
кредитный портфель;Банк России;12;21;0.8333
кредитный портфель;банк России;12;21;0.8333
кредитный портфель;аналитическое управление;12;37;0.8333
кредитный портфель;финансовая помощь;12;23;0.8333
кредитный портфель;министр финансов;12;26;0.8333
кредитный портфель;потребительское кредитование;12;25;0.8333
кредитный портфель;официальный представитель;12;39;0.8333
кредитный портфель;исполнительный директор;12;35;1.0000
российский рубль;российская сторона;32;33;0.9688
российский рубль;российский газ;32;31;0.9062
российский рубль;российская валюта;32;31;0.8750
российский рубль;российское правительство;32;40;1.0000
российский рубль;российская компания;32;35;0.8750
российский рубль;российский рынок;32;32;0.9375
российский рубль;российский бюджет;32;31;0.9062
российский рубль;российская экономика;32;32;0.8750
российский рубль;генеральный директор;32;33;0.8125
российский рубль;аналитическое управление;32;37;0.8438
российский рубль;российская власть;32;32;0.9375
российский рубль;Российская Федерация;32;33;0.9375
российский рубль;российский банк;32;33;0.9062
российский рубль;российский производитель;32;36;1.0000
российский рубль;правительство;32;34;0.8125
российский рубль;официальный представитель;32;39;0.9062
российский рубль;российское законодательство;32;39;0.9688
российский рубль;российский бизнес;32;29;0.9062
данный вопрос;компания;15;31;0.9333
данный вопрос;российское правительство;15;40;0.9333
данный вопрос;российская компания;15;35;0.9333
данный вопрос;экономическая ситуация;15;30;0.8000
данный вопрос;российская экономика;15;32;0.8000
данный вопрос;аналитик компании;15;28;0.8667
данный вопрос;генеральный директор;15;33;0.8667
данный вопрос;аналитическое управление;15;37;0.8667
данный вопрос;национальная экономика;15;31;0.8000
данный вопрос;иностранная компания;15;30;0.9333
данный вопрос;дополнительное средство;15;33;0.8000
данный вопрос;российский производитель;15;36;0.8000
данный вопрос;правительство;15;34;0.8000
данный вопрос;официальный представитель;15;39;0.8000
данный вопрос;социально-экономическое развитие;15;30;0.8000
данный вопрос;российское законодательство;15;39;0.9333
данный вопрос;исполнительный директор;15;35;0.9333
данный вопрос;страховая компания;15;28;0.8000
денежно-кредитная политика;потребительский кредит;8;19;0.8750
денежно-кредитная политика;российская сторона;8;33;0.8750
денежно-кредитная политика;российский газ;8;31;0.8750
денежно-кредитная политика;российская валюта;8;31;1.0000
денежно-кредитная политика;российское правительство;8;40;1.0000
денежно-кредитная политика;российская экономика;8;32;0.8750
денежно-кредитная политика;эксперт;8;27;1.0000
денежно-кредитная политика;кредит;8;22;0.8750
денежно-кредитная политика;экономическая политика;8;26;1.0000
денежно-кредитная политика;Центральный банк;8;23;1.0000
денежно-кредитная политика;аналитическое управление;8;37;0.8750
денежно-кредитная политика;российская власть;8;32;0.8750
денежно-кредитная политика;правительство РФ;8;31;0.8750
денежно-кредитная политика;Российская Федерация;8;33;1.0000
денежно-кредитная политика;дополнительное средство;8;33;1.0000
денежно-кредитная политика;Следственный комитет;8;30;0.8750
денежно-кредитная политика;проект постановления;8;30;1.0000
денежно-кредитная политика;российский банк;8;33;0.8750
денежно-кредитная политика;российский производитель;8;36;0.8750
денежно-кредитная политика;потребительское кредитование;8;25;1.0000
денежно-кредитная политика;федеральный закон;8;23;0.8750
денежно-кредитная политика;правительство;8;34;0.8750
денежно-кредитная политика;официальный представитель;8;39;1.0000
денежно-кредитная политика;социально-экономическое развитие;8;30;0.8750
денежно-кредитная политика;российское законодательство;8;39;1.0000
денежно-кредитная политика;исполнительная власть;8;27;0.8750
денежно-кредитная политика;исполнительный директор;8;35;0.8750
банковская гарантия;банковский сектор;7;20;1.0000
банковская гарантия;компания;7;31;0.8571
банковская гарантия;банковская система;7;18;0.8571
банковская гарантия;российская компания;7;35;1.0000
банковская гарантия;окончательное решение;7;23;0.8571
банковская гарантия;управляющая компания;7;27;0.8571
банковская гарантия;российский рынок;7;32;0.8571
банковская гарантия;российская экономика;7;32;0.8571
банковская гарантия;эксперт;7;27;1.0000
банковская гарантия;директор департамента;7;24;0.8571
банковская гарантия;генеральный директор;7;33;0.8571
банковская гарантия;Центральный банк;7;23;0.8571
банковская гарантия;аналитическое управление;7;37;0.8571
банковская гарантия;собственное средство;7;31;0.8571
банковская гарантия;иностранная компания;7;30;0.8571
банковская гарантия;Следственный комитет;7;30;0.8571
банковская гарантия;национальная платежная система;7;23;0.8571
банковская гарантия;министр финансов;7;26;0.8571
банковская гарантия;российский банк;7;33;0.8571
банковская гарантия;крупная компания;7;23;0.8571
банковская гарантия;потребительское кредитование;7;25;0.8571
банковская гарантия;официальный представитель;7;39;0.8571
банковская гарантия;исполнительный директор;7;35;1.0000
банковская гарантия;финансовая система;7;23;0.8571
финансовый рынок;российское правительство;21;40;0.9524
финансовый рынок;российская компания;21;35;0.8571
финансовый рынок;уголовная ответственность;21;31;0.8095
финансовый рынок;аналитическое управление;21;37;0.9048
финансовый рынок;финансовая помощь;21;23;0.9524
финансовый рынок;дополнительное средство;21;33;0.8571
финансовый рынок;проект постановления;21;30;0.8095
финансовый рынок;министр финансов;21;26;0.9524
финансовый рынок;российский производитель;21;36;0.8095
финансовый рынок;официальный представитель;21;39;0.9524
финансовый рынок;российское законодательство;21;39;0.9524
финансовый рынок;исполнительный директор;21;35;0.9524
финансовый рынок;финансовая система;21;23;0.9524
инфляционное ожидание;российский рубль;6;32;0.8333
инфляционное ожидание;строительство;6;29;0.8333
инфляционное ожидание;российское правительство;6;40;1.0000
инфляционное ожидание;Минэкономики;6;16;0.8333
инфляционное ожидание;национальная валюта;6;24;0.8333
инфляционное ожидание;особая экономическая зона;6;20;1.0000
инфляционное ожидание;мировая экономика;6;22;0.8333
инфляционное ожидание;уголовная ответственность;6;31;0.8333
инфляционное ожидание;экономическая ситуация;6;30;1.0000
инфляционное ожидание;российский бюджет;6;31;0.8333
инфляционное ожидание;российская экономика;6;32;1.0000
инфляционное ожидание;экономический рост;6;26;1.0000
инфляционное ожидание;эксперт;6;27;0.8333
инфляционное ожидание;кредит;6;22;0.8333
инфляционное ожидание;директор департамента;6;24;0.8333
инфляционное ожидание;рост экономики;6;20;0.8333
инфляционное ожидание;генеральный директор;6;33;0.8333
инфляционное ожидание;украинское правительство;6;30;0.8333
инфляционное ожидание;экономическая политика;6;26;1.0000
инфляционное ожидание;директор Института;6;26;0.8333
инфляционное ожидание;аналитическое управление;6;37;0.8333
инфляционное ожидание;правительство РФ;6;31;0.8333
инфляционное ожидание;национальная экономика;6;31;0.8333
инфляционное ожидание;Российская Федерация;6;33;0.8333
инфляционное ожидание;процентная ставка;6;15;0.8333
инфляционное ожидание;финансовая помощь;6;23;0.8333
инфляционное ожидание;дополнительное средство;6;33;0.8333
инфляционное ожидание;проект постановления;6;30;0.8333
инфляционное ожидание;глава Минэкономразвития;6;19;1.0000
инфляционное ожидание;российский производитель;6;36;0.8333
инфляционное ожидание;потребительское кредитование;6;25;0.8333
инфляционное ожидание;правительство;6;34;0.8333
инфляционное ожидание;официальный представитель;6;39;1.0000
инфляционное ожидание;экономическое развитие;6;27;1.0000
инфляционное ожидание;совет директоров;6;28;0.8333
инфляционное ожидание;социально-экономическое развитие;6;30;1.0000
инфляционное ожидание;экономическая санкция;6;29;1.0000
инфляционное ожидание;российское законодательство;6;39;1.0000
инфляционное ожидание;исполнительный директор;6;35;0.8333
негосударственный пенсионный фонд;компания;14;31;0.8571
негосударственный пенсионный фонд;строительство;14;29;0.9286
негосударственный пенсионный фонд;российское правительство;14;40;1.0000
негосударственный пенсионный фонд;национальная валюта;14;24;0.8571
негосударственный пенсионный фонд;российская компания;14;35;0.8571
негосударственный пенсионный фонд;уголовная ответственность;14;31;0.8571
негосударственный пенсионный фонд;генеральный директор;14;33;0.8571
негосударственный пенсионный фонд;украинское правительство;14;30;0.8571
негосударственный пенсионный фонд;глава государства;14;12;0.8571
негосударственный пенсионный фонд;аналитическое управление;14;37;0.8571
негосударственный пенсионный фонд;правительство РФ;14;31;0.9286
негосударственный пенсионный фонд;национальная экономика;14;31;0.8571
негосударственный пенсионный фонд;иностранная компания;14;30;0.8571
негосударственный пенсионный фонд;проект постановления;14;30;0.8571
негосударственный пенсионный фонд;правительство;14;34;1.0000
негосударственный пенсионный фонд;официальный представитель;14;39;1.0000
негосударственный пенсионный фонд;экономическое развитие;14;27;0.8571
негосударственный пенсионный фонд;социально-экономическое развитие;14;30;0.9286
негосударственный пенсионный фонд;российское законодательство;14;39;1.0000
негосударственный пенсионный фонд;Общественная палата;14;23;0.8571
негосударственный пенсионный фонд;исполнительный директор;14;35;0.8571
Госдума;российский рубль;8;32;0.8750
Госдума;строительство;8;29;0.8750
Госдума;российская валюта;8;31;0.8750
Госдума;российское правительство;8;40;1.0000
Госдума;уголовная ответственность;8;31;0.8750
Госдума;экономическая ситуация;8;30;0.8750
Госдума;российский рынок;8;32;0.8750
Госдума;российский бюджет;8;31;1.0000
Госдума;законопроект;8;20;0.8750
Госдума;российская экономика;8;32;0.8750
Госдума;экономический рост;8;26;0.8750
Госдума;генеральный директор;8;33;0.8750
Госдума;украинское правительство;8;30;0.8750
Госдума;аналитическое управление;8;37;1.0000
Госдума;российская власть;8;32;0.8750
Госдума;правительство РФ;8;31;0.8750
Госдума;национальная экономика;8;31;0.8750
Госдума;Российская Федерация;8;33;1.0000
Госдума;проект постановления;8;30;1.0000
Госдума;российский производитель;8;36;0.8750
Госдума;федеральный закон;8;23;0.8750
Госдума;правительство;8;34;0.8750
Госдума;официальный представитель;8;39;1.0000
Госдума;экономическая санкция;8;29;1.0000
Госдума;российское законодательство;8;39;1.0000
украинская сторона;российский рубль;9;32;1.0000
украинская сторона;российская сторона;9;33;1.0000
украинская сторона;российский газ;9;31;0.8889
украинская сторона;российское правительство;9;40;1.0000
украинская сторона;российская компания;9;35;0.8889
украинская сторона;российский рынок;9;32;0.8889
украинская сторона;российский бюджет;9;31;0.8889
украинская сторона;российская экономика;9;32;1.0000
украинская сторона;Украина;9;9;0.8889
украинская сторона;украинское правительство;9;30;1.0000
украинская сторона;российская власть;9;32;0.8889
