concept1;concept2;size of concept1;size of concept2;confidence
средний бизнес;компания;15;54;0.8667
средний бизнес;бизнес;15;29;1.0000
средний бизнес;российское правительство;15;54;1.0000
средний бизнес;российская компания;15;50;0.8000
средний бизнес;управляющая компания;15;44;0.8000
средний бизнес;экономический рост;15;30;0.8000
средний бизнес;аналитик компании;15;51;0.8667
средний бизнес;эксперт;15;39;0.8000
средний бизнес;аналитическое управление;15;48;0.8000
средний бизнес;собственное средство;15;51;0.9333
средний бизнес;иностранная компания;15;50;0.8000
средний бизнес;дополнительное средство;15;53;1.0000
средний бизнес;российский производитель;15;49;0.8667
средний бизнес;официальный представитель;15;55;0.8667
средний бизнес;исполнительная власть;15;37;0.8000
средний бизнес;исполнительный директор;15;48;0.8000
средний бизнес;российский бизнес;15;37;0.8000
средний бизнес;страховая компания;15;49;0.8667
Федеральная антимонопольная служба;компания;14;54;0.9286
Федеральная антимонопольная служба;аналитик компании;14;51;0.8571
Федеральная антимонопольная служба;Федеральная налоговая служба;14;24;0.9286
Федеральная антимонопольная служба;собственное средство;14;51;0.8571
Федеральная антимонопольная служба;федеральный бюджет;14;30;1.0000
Федеральная антимонопольная служба;дополнительное средство;14;53;1.0000
Федеральная антимонопольная служба;российский производитель;14;49;0.9286
Федеральная антимонопольная служба;федеральный закон;14;36;0.9286
Федеральная антимонопольная служба;официальный представитель;14;55;0.9286
Федеральная антимонопольная служба;Совет Федерации;14;21;0.8571
компания;российское правительство;54;54;0.8704
компания;российская компания;54;50;0.8704
компания;управляющая компания;54;44;0.8148
компания;аналитик компании;54;51;0.9259
компания;иностранная компания;54;50;0.9074
компания;дополнительное средство;54;53;0.8704
компания;официальный представитель;54;55;0.9074
компания;страховая компания;54;49;0.9074
кредитный портфель;банковский сектор;6;16;0.8333
кредитный портфель;финансовый рынок;6;21;0.8333
кредитный портфель;кредитный рейтинг;6;7;0.8333
кредитный портфель;начало года;6;24;0.8333
кредитный портфель;экономический рост;6;30;0.8333
кредитный портфель;кредит;6;18;1.0000
кредитный портфель;директор департамента;6;34;0.8333
кредитный портфель;Национальное рейтинговое агентство;6;31;0.8333
кредитный портфель;генеральный директор;6;42;0.8333
кредитный портфель;аналитическое управление;6;48;0.8333
кредитный портфель;собственное средство;6;51;0.8333
кредитный портфель;национальная экономика;6;33;0.8333
кредитный портфель;финансовая помощь;6;21;0.8333
кредитный портфель;дополнительное средство;6;53;1.0000
кредитный портфель;кредитная организация;6;27;0.8333
кредитный портфель;министр финансов;6;28;1.0000
кредитный портфель;российский производитель;6;49;0.8333
кредитный портфель;совет директоров;6;41;0.8333
кредитный портфель;исполнительный директор;6;48;1.0000
кредитный портфель;течение года;6;27;0.8333
кредитный портфель;бюджетное средство;6;26;0.8333
российский рубль;компания;38;54;0.8684
российский рубль;российская сторона;38;37;0.9474
российский рубль;российский газ;38;37;0.9737
российский рубль;российская валюта;38;35;0.9211
российский рубль;российское правительство;38;54;1.0000
российский рубль;российская компания;38;50;0.9474
российский рубль;российский рынок;38;37;0.9474
российский рубль;российский бюджет;38;35;0.8947
российский рубль;российская экономика;38;37;0.8947
российский рубль;аналитическое управление;38;48;0.8158
российский рубль;собственное средство;38;51;0.8947
российский рубль;российская власть;38;37;0.9737
российский рубль;Российская Федерация;38;42;1.0000
российский рубль;иностранная компания;38;50;0.8421
российский рубль;дополнительное средство;38;53;0.8684
российский рубль;российский банк;38;40;0.9737
российский рубль;российский производитель;38;49;1.0000
российский рубль;официальный представитель;38;55;0.8947
российский рубль;российское законодательство;38;45;0.8947
российский рубль;российский бизнес;38;37;0.9474
данный вопрос;компания;15;54;0.9333
данный вопрос;российская компания;15;50;0.8000
данный вопрос;аналитик компании;15;51;0.8000
данный вопрос;директор Института;15;41;0.8000
данный вопрос;аналитическое управление;15;48;0.8667
данный вопрос;собственное средство;15;51;0.8000
данный вопрос;иностранная компания;15;50;0.8667
данный вопрос;дополнительное средство;15;53;0.8667
данный вопрос;российский производитель;15;49;0.8000
данный вопрос;страховая компания;15;49;0.8667
финансовый рынок;компания;21;54;0.8571
финансовый рынок;российское правительство;21;54;0.9048
финансовый рынок;российская компания;21;50;0.8571
финансовый рынок;аналитик компании;21;51;0.8571
финансовый рынок;директор департамента;21;34;0.8571
финансовый рынок;генеральный директор;21;42;1.0000
финансовый рынок;директор Института;21;41;0.9048
финансовый рынок;аналитическое управление;21;48;0.8571
финансовый рынок;собственное средство;21;51;0.9048
финансовый рынок;финансовая помощь;21;21;0.8571
финансовый рынок;дополнительное средство;21;53;0.8571
финансовый рынок;Следственный комитет;21;42;0.8095
финансовый рынок;министр финансов;21;28;0.9524
финансовый рынок;официальный представитель;21;55;0.9048
финансовый рынок;совет директоров;21;41;1.0000
финансовый рынок;исполнительный директор;21;48;1.0000
финансовый рынок;страховая компания;21;49;0.8095
негосударственный пенсионный фонд;компания;23;54;0.9565
негосударственный пенсионный фонд;российское правительство;23;54;0.9130
негосударственный пенсионный фонд;российская компания;23;50;0.8261
негосударственный пенсионный фонд;управляющая компания;23;44;0.8261
негосударственный пенсионный фонд;аналитик компании;23;51;0.8261
негосударственный пенсионный фонд;глава государства;23;22;0.9565
негосударственный пенсионный фонд;собственное средство;23;51;0.9130
негосударственный пенсионный фонд;иностранная компания;23;50;0.8261
негосударственный пенсионный фонд;дополнительное средство;23;53;0.9130
негосударственный пенсионный фонд;проект постановления;23;44;0.8261
негосударственный пенсионный фонд;правительство;23;48;0.8696
негосударственный пенсионный фонд;официальный представитель;23;55;1.0000
негосударственный пенсионный фонд;российское законодательство;23;45;0.8696
негосударственный пенсионный фонд;страховая компания;23;49;0.8261
Госдума;компания;9;54;0.8889
Госдума;строительство;9;39;0.8889
Госдума;российское правительство;9;54;0.8889
Госдума;российская компания;9;50;1.0000
Госдума;законопроект;9;29;0.8889
Госдума;украинское правительство;9;35;0.8889
Госдума;правительство РФ;9;43;0.8889
Госдума;дополнительное средство;9;53;1.0000
Госдума;проект постановления;9;44;0.8889
Госдума;правительство;9;48;0.8889
Госдума;официальный представитель;9;55;1.0000
Госдума;российское законодательство;9;45;0.8889
депутат Госдумы;компания;8;54;0.8750
депутат Госдумы;Госдума;8;9;0.8750
депутат Госдумы;строительство;8;39;0.8750
депутат Госдумы;российское правительство;8;54;0.8750
депутат Госдумы;российская компания;8;50;0.8750
депутат Госдумы;законопроект;8;29;0.8750
депутат Госдумы;украинское правительство;8;35;0.8750
депутат Госдумы;правительство РФ;8;43;0.8750
депутат Госдумы;дополнительное средство;8;53;1.0000
депутат Госдумы;проект постановления;8;44;0.8750
депутат Госдумы;правительство;8;48;0.8750
депутат Госдумы;официальный представитель;8;55;1.0000
депутат Госдумы;российское законодательство;8;45;0.8750
депутат Госдумы;исполнительный директор;8;48;0.8750
строительство;компания;39;54;0.8974
строительство;российское правительство;39;54;0.9744
строительство;российская компания;39;50;0.8205
строительство;аналитик компании;39;51;0.8462
строительство;украинское правительство;39;35;0.8974
строительство;аналитическое управление;39;48;0.8205
строительство;правительство РФ;39;43;0.9744
строительство;дополнительное средство;39;53;0.8462
строительство;проект постановления;39;44;0.8718
строительство;правительство;39;48;1.0000
строительство;официальный представитель;39;55;0.9487
строительство;российское законодательство;39;45;0.8462
розничный бизнес;компания;12;54;0.9167
розничный бизнес;бизнес;12;29;1.0000
розничный бизнес;российское правительство;12;54;0.9167
розничный бизнес;российская компания;12;50;0.8333
розничный бизнес;управляющая компания;12;44;0.8333
розничный бизнес;аналитик компании;12;51;0.9167
розничный бизнес;эксперт;12;39;0.9167
розничный бизнес;генеральный директор;12;42;0.8333
розничный бизнес;информация Известий"";12;38;0.8333
розничный бизнес;аналитическое управление;12;48;0.8333
розничный бизнес;собственное средство;12;51;0.8333
розничный бизнес;иностранная компания;12;50;0.8333
розничный бизнес;дополнительное средство;12;53;0.9167
розничный бизнес;российский производитель;12;49;0.9167
розничный бизнес;совет директоров;12;41;0.8333
розничный бизнес;исполнительный директор;12;48;0.8333
розничный бизнес;страховая компания;12;49;0.8333
налоговая нагрузка;компания;8;54;1.0000
налоговая нагрузка;строительство;8;39;0.8750
налоговая нагрузка;российское правительство;8;54;0.8750
налоговая нагрузка;российская компания;8;50;0.8750
налоговая нагрузка;иностранный инвестор;8;31;0.8750
налоговая нагрузка;инвестиционный климат;8;23;0.8750
налоговая нагрузка;инвестор;8;26;0.8750
налоговая нагрузка;заместитель министра;8;35;0.8750
налоговая нагрузка;аналитическое управление;8;48;0.8750
налоговая нагрузка;собственное средство;8;51;0.8750
налоговая нагрузка;иностранная компания;8;50;0.8750
налоговая нагрузка;дополнительное средство;8;53;0.8750
налоговая нагрузка;проект постановления;8;44;0.8750
налоговая нагрузка;правительство;8;48;0.8750
налоговая нагрузка;официальный представитель;8;55;0.8750
налоговая нагрузка;экономическое развитие;8;36;0.8750
налоговая нагрузка;социально-экономическое развитие;8;36;0.8750
налоговая нагрузка;страховая компания;8;49;0.8750
мировой рынок;компания;6;54;1.0000
мировой рынок;российский рубль;6;38;0.8333
мировой рынок;российская сторона;6;37;0.8333
мировой рынок;российский газ;6;37;0.8333
мировой рынок;общий объем;6;27;0.8333
мировой рынок;российская валюта;6;35;0.8333
мировой рынок;российское правительство;6;54;1.0000
мировой рынок;российская компания;6;50;1.0000
мировой рынок;американская компания;6;27;0.8333
мировой рынок;иностранный инвестор;6;31;0.8333
мировой рынок;российский рынок;6;37;1.0000
мировой рынок;российский бюджет;6;35;0.8333
мировой рынок;российская экономика;6;37;0.8333
мировой рынок;аналитик компании;6;51;0.8333
мировой рынок;эксперт;6;39;0.8333
мировой рынок;генеральный директор;6;42;1.0000
мировой рынок;директор Института;6;41;1.0000
мировой рынок;аналитическое управление;6;48;1.0000
мировой рынок;собственное средство;6;51;1.0000
мировой рынок;российская власть;6;37;0.8333
мировой рынок;Российская Федерация;6;42;0.8333
мировой рынок;иностранная компания;6;50;1.0000
мировой рынок;дополнительное средство;6;53;1.0000
мировой рынок;Следственный комитет;6;42;0.8333
мировой рынок;производство;6;29;0.8333
мировой рынок;российский банк;6;40;0.8333
мировой рынок;промышленное производство;6;24;0.8333
мировой рынок;российский производитель;6;49;1.0000
мировой рынок;правительство;6;48;0.8333
мировой рынок;официальный представитель;6;55;1.0000
мировой рынок;совет директоров;6;41;1.0000
мировой рынок;российское законодательство;6;45;0.8333
мировой рынок;исполнительный директор;6;48;1.0000
мировой рынок;российский бизнес;6;37;0.8333
мировой рынок;страховая компания;6;49;1.0000
главный образ;российская сторона;7;37;0.8571
главный образ;правоохранительный орган;7;33;1.0000
главный образ;собственное средство;7;51;0.8571
главный образ;Следственный комитет;7;42;1.0000
главный образ;российский производитель;7;49;0.8571
главный образ;официальный представитель;7;55;0.8571
главный образ;исполнительный директор;7;48;0.8571
чрезвычайная ситуация;российский рубль;7;38;0.8571
чрезвычайная ситуация;российский газ;7;37;0.8571
чрезвычайная ситуация;российское правительство;7;54;0.8571
чрезвычайная ситуация;российская компания;7;50;0.8571
чрезвычайная ситуация;экономическая ситуация;7;32;1.0000
чрезвычайная ситуация;российский рынок;7;37;0.8571
чрезвычайная ситуация;российский бюджет;7;35;0.8571
чрезвычайная ситуация;население;7;14;0.8571
чрезвычайная ситуация;Национальное рейтинговое агентство;7;31;0.8571
чрезвычайная ситуация;президент России;7;29;0.8571
чрезвычайная ситуация;аналитическое управление;7;48;1.0000
чрезвычайная ситуация;собственное средство;7;51;1.0000
чрезвычайная ситуация;Российская Федерация;7;42;1.0000
чрезвычайная ситуация;иностранная компания;7;50;0.8571
чрезвычайная ситуация;дополнительное средство;7;53;0.8571
чрезвычайная ситуация;проект постановления;7;44;0.8571
чрезвычайная ситуация;национальная платежная система;7;25;0.8571
чрезвычайная ситуация;российский банк;7;40;0.8571
чрезвычайная ситуация;российский производитель;7;49;0.8571
чрезвычайная ситуация;российский бизнес;7;37;0.8571
противный случай;компания;9;54;0.8889
противный случай;российское правительство;9;54;0.8889
противный случай;аналитик компании;9;51;0.8889
противный случай;аналитическое управление;9;48;1.0000
противный случай;собственное средство;9;51;1.0000
противный случай;дополнительное средство;9;53;1.0000
противный случай;Следственный комитет;9;42;0.8889
противный случай;официальный представитель;9;55;0.8889
противный случай;исполнительный директор;9;48;0.8889
противный случай;страховая компания;9;49;0.8889
внутренний рынок;компания;6;54;1.0000
внутренний рынок;российская сторона;6;37;0.8333
внутренний рынок;общий объем;6;27;0.8333
внутренний рынок;полная стоимость;6;17;0.8333
внутренний рынок;российское правительство;6;54;0.8333
внутренний рынок;российская компания;6;50;1.0000
внутренний рынок;управляющая компания;6;44;0.8333
внутренний рынок;экономическая ситуация;6;32;0.8333
внутренний рынок;российский рынок;6;37;0.8333
внутренний рынок;российская экономика;6;37;0.8333
внутренний рынок;аналитик компании;6;51;0.8333
внутренний рынок;генеральный директор;6;42;0.8333
внутренний рынок;директор Института;6;41;1.0000
внутренний рынок;аналитическое управление;6;48;1.0000
внутренний рынок;собственное средство;6;51;0.8333
внутренний рынок;национальная экономика;6;33;0.8333
внутренний рынок;иностранная компания;6;50;1.0000
внутренний рынок;кадастровая стоимость;6;16;0.8333
внутренний рынок;дополнительное средство;6;53;0.8333
внутренний рынок;Следственный комитет;6;42;0.8333
внутренний рынок;российский производитель;6;49;1.0000
внутренний рынок;крупная компания;6;37;0.8333
внутренний рынок;официальный представитель;6;55;1.0000
внутренний рынок;экономическое развитие;6;36;0.8333
внутренний рынок;совет директоров;6;41;0.8333
внутренний рынок;социально-экономическое развитие;6;36;0.8333
внутренний рынок;исполнительный директор;6;48;0.8333
внутренний рынок;потребительский спрос;6;20;0.8333
внутренний рынок;страховая компания;6;49;1.0000
запрос Известий"";компания;26;54;0.8846
запрос Известий"";российское правительство;26;54;0.8462
запрос Известий"";российская компания;26;50;0.8077
запрос Известий"";аналитик компании;26;51;0.8077
запрос Известий"";аналитическое управление;26;48;0.8846
запрос Известий"";иностранная компания;26;50;0.8077
запрос Известий"";дополнительное средство;26;53;0.8462
запрос Известий"";официальный представитель;26;55;0.8077
запрос Известий"";исполнительный директор;26;48;0.8077
запрос Известий"";страховая компания;26;49;0.8462
денежный перевод;компания;7;54;1.0000
денежный перевод;российское правительство;7;54;0.8571
денежный перевод;российская компания;7;50;1.0000
денежный перевод;пояснительная записка;7;28;0.8571
денежный перевод;управляющая компания;7;44;1.0000
денежный перевод;экономическая ситуация;7;32;0.8571
денежный перевод;аналитик компании;7;51;1.0000
денежный перевод;заместитель министра;7;35;0.8571
денежный перевод;аналитическое управление;7;48;1.0000
денежный перевод;собственное средство;7;51;0.8571
денежный перевод;Российская Федерация;7;42;0.8571
денежный перевод;иностранная компания;7;50;1.0000
денежный перевод;дополнительное средство;7;53;0.8571
денежный перевод;проект постановления;7;44;1.0000
денежный перевод;крупная компания;7;37;0.8571
денежный перевод;правительство;7;48;0.8571
денежный перевод;официальный представитель;7;55;1.0000
денежный перевод;социально-экономическое развитие;7;36;0.8571
денежный перевод;экономическая санкция;7;27;0.8571
денежный перевод;российское законодательство;7;45;0.8571
денежный перевод;исполнительная власть;7;37;0.8571
денежный перевод;страховая компания;7;49;1.0000
банковская система;компания;7;54;1.0000
банковская система;российская компания;7;50;0.8571
банковская система;пояснительная записка;7;28;0.8571
банковская система;Максим Осадчий;7;12;0.8571
банковская система;уголовная ответственность;7;31;0.8571
банковская система;управляющая компания;7;44;1.0000
банковская система;экономическая ситуация;7;32;1.0000
банковская система;экономический рост;7;30;0.8571
банковская система;аналитик компании;7;51;1.0000
банковская система;аналитическое управление;7;48;1.0000
банковская система;иностранная компания;7;50;1.0000
банковская система;дополнительное средство;7;53;1.0000
банковская система;российский банк;7;40;0.8571
банковская система;крупная компания;7;37;1.0000
банковская система;официальный представитель;7;55;1.0000
банковская система;экономическая санкция;7;27;0.8571
банковская система;исполнительный директор;7;48;0.8571
банковская система;страховая компания;7;49;1.0000
российская сторона;компания;37;54;0.8919
российская сторона;российский рубль;37;38;0.9730
российская сторона;российский газ;37;37;0.9459
российская сторона;российская валюта;37;35;0.9189
российская сторона;российское правительство;37;54;0.9730
российская сторона;российская компания;37;50;0.9459
российская сторона;управляющая компания;37;44;0.8108
российская сторона;российский рынок;37;37;0.9189
российская сторона;российский бюджет;37;35;0.8649
российская сторона;российская экономика;37;37;0.8919
российская сторона;аналитик компании;37;51;0.8108
российская сторона;аналитическое управление;37;48;0.8108
российская сторона;собственное средство;37;51;0.8919
российская сторона;российская власть;37;37;0.9730
российская сторона;Российская Федерация;37;42;0.9730
российская сторона;иностранная компания;37;50;0.8378
российская сторона;дополнительное средство;37;53;0.8649
российская сторона;российский банк;37;40;0.9459
российская сторона;российский производитель;37;49;1.0000
российская сторона;официальный представитель;37;55;0.9189
российская сторона;российское законодательство;37;45;0.8919
российская сторона;российский бизнес;37;37;0.9189
российская сторона;страховая компания;37;49;0.8108
бизнес;компания;29;54;0.8966
бизнес;российское правительство;29;54;0.9310
бизнес;российская компания;29;50;0.8621
бизнес;управляющая компания;29;44;0.8276
бизнес;аналитик компании;29;51;0.8966
бизнес;аналитическое управление;29;48;0.8621
бизнес;собственное средство;29;51;0.8621
бизнес;дополнительное средство;29;53;0.8621
бизнес;официальный представитель;29;55;0.8621
бизнес;исполнительный директор;29;48;0.8276
бизнес;страховая компания;29;49;0.8621
международная платежная система;компания;12;54;0.9167
международная платежная система;российская сторона;12;37;0.8333
международная платежная система;российское правительство;12;54;0.8333
международная платежная система;российская компания;12;50;1.0000
международная платежная система;управляющая компания;12;44;0.9167
международная платежная система;российская экономика;12;37;0.8333
международная платежная система;аналитик компании;12;51;0.8333
международная платежная система;генеральный директор;12;42;0.8333
международная платежная система;директор Института;12;41;0.8333
международная платежная система;собственное средство;12;51;0.8333
международная платежная система;Российская Федерация;12;42;0.8333
международная платежная система;иностранная компания;12;50;0.9167
международная платежная система;дополнительное средство;12;53;0.9167
