concept1;concept2;size of concept1;size of concept2;confidence
российский бюджет;российский банк;42;42;0.8810
российский бюджет;российский производитель;42;55;0.8810
российский бюджет;правительство;42;60;0.8810
российский бюджет;российское законодательство;42;54;0.8810
розничная цена;банковский сектор;6;19;0.8333
розничная цена;официальный представитель;6;64;0.8333
розничная цена;розничный бизнес;6;11;0.8333
розничная цена;банковская система;6;13;0.8333
розничная цена;начало года;6;28;1.0000
розничная цена;директор департамента;6;45;0.8333
розничная цена;президент России;6;31;0.8333
розничная цена;генеральный директор;6;51;0.8333
розничная цена;Банк России;6;17;0.8333
розничная цена;директор Института;6;47;0.8333
розничная цена;Центральный банк;6;23;1.0000
розничная цена;банк России;6;17;0.8333
розничная цена;аналитическое управление;6;49;1.0000
розничная цена;собственное средство;6;49;0.8333
розничная цена;исполнительная власть;6;42;0.8333
розничная цена;национальная экономика;6;46;0.8333
розничная цена;дополнительное средство;6;56;0.8333
розничная цена;клиент;6;14;0.8333
розничная цена;регулятор;6;10;0.8333
розничная цена;совет директоров;6;48;0.8333
розничная цена;исполнительный директор;6;54;0.8333
крупнейший банк;официальный представитель;15;64;0.9333
крупнейший банк;российское правительство;15;59;0.8667
крупнейший банк;Следственный комитет;15;50;0.8000
крупнейший банк;аналитическое управление;15;49;0.8000
крупнейший банк;иностранная компания;15;55;0.8000
крупнейший банк;российский производитель;15;55;0.8000
крупнейший банк;правительство;15;60;0.8000
средний бизнес;компания;16;54;0.8750
средний бизнес;официальный представитель;16;64;1.0000
средний бизнес;бизнес;16;24;1.0000
средний бизнес;правоохранительный орган;16;31;0.8125
средний бизнес;российское правительство;16;59;0.8750
средний бизнес;российская компания;16;53;0.8125
средний бизнес;аналитик компании;16;52;0.8125
средний бизнес;директор департамента;16;45;0.8125
средний бизнес;генеральный директор;16;51;0.9375
средний бизнес;Следственный комитет;16;50;0.8125
средний бизнес;директор Института;16;47;0.9375
средний бизнес;аналитическое управление;16;49;0.8750
средний бизнес;иностранная компания;16;55;0.9375
средний бизнес;дополнительное средство;16;56;0.8125
средний бизнес;российский производитель;16;55;0.8125
средний бизнес;крупная компания;16;42;0.8125
средний бизнес;правительство;16;60;0.8125
средний бизнес;совет директоров;16;48;0.9375
средний бизнес;российское законодательство;16;54;0.8125
средний бизнес;исполнительный директор;16;54;0.9375
средний бизнес;страховая компания;16;50;0.8750
Федеральная антимонопольная служба;официальный представитель;21;64;0.9524
Федеральная антимонопольная служба;российское правительство;21;59;0.9524
Федеральная антимонопольная служба;российская компания;21;53;0.8095
Федеральная антимонопольная служба;федеральная целевая программа;21;25;0.8095
Федеральная антимонопольная служба;Федеральная налоговая служба;21;28;0.8571
Федеральная антимонопольная служба;собственное средство;21;49;0.8095
Федеральная антимонопольная служба;федеральный бюджет;21;38;0.9524
Федеральная антимонопольная служба;исполнительная власть;21;42;0.8095
Федеральная антимонопольная служба;правительство РФ;21;49;0.8095
Федеральная антимонопольная служба;иностранная компания;21;55;0.8571
Федеральная антимонопольная служба;дополнительное средство;21;56;0.9524
Федеральная антимонопольная служба;российский производитель;21;55;0.8571
Федеральная антимонопольная служба;федеральный закон;21;35;0.9048
Федеральная антимонопольная служба;правительство;21;60;0.9524
Федеральная антимонопольная служба;российское законодательство;21;54;0.8571
комитет Госдумы;российский бюджет;8;42;0.8750
комитет Госдумы;компания;8;54;1.0000
комитет Госдумы;российский рубль;8;38;0.8750
комитет Госдумы;Госдума;8;11;0.8750
комитет Госдумы;строительство;8;44;0.8750
комитет Госдумы;официальный представитель;8;64;1.0000
комитет Госдумы;российская сторона;8;39;1.0000
комитет Госдумы;российский газ;8;38;0.8750
комитет Госдумы;российская валюта;8;36;0.8750
комитет Госдумы;российское правительство;8;59;1.0000
комитет Госдумы;национальная валюта;8;32;0.8750
комитет Госдумы;российская компания;8;53;1.0000
комитет Госдумы;региональный бюджет;8;31;0.8750
комитет Госдумы;управляющая компания;8;44;1.0000
комитет Госдумы;экономическая ситуация;8;38;0.8750
комитет Госдумы;российский рынок;8;38;0.8750
комитет Госдумы;российская экономика;8;40;0.8750
комитет Госдумы;интеллектуальная собственность;8;35;0.8750
комитет Госдумы;аналитик компании;8;52;0.8750
комитет Госдумы;генеральный директор;8;51;0.8750
комитет Госдумы;украинское правительство;8;45;0.8750
комитет Госдумы;региональная власть;8;25;1.0000
комитет Госдумы;Следственный комитет;8;50;0.8750
комитет Госдумы;аналитическое управление;8;49;1.0000
комитет Госдумы;собственное средство;8;49;1.0000
комитет Госдумы;федеральный бюджет;8;38;0.8750
комитет Госдумы;российская власть;8;38;1.0000
комитет Госдумы;правительство РФ;8;49;0.8750
комитет Госдумы;национальная экономика;8;46;1.0000
комитет Госдумы;Российская Федерация;8;43;1.0000
комитет Госдумы;иностранная компания;8;55;1.0000
комитет Госдумы;дополнительное средство;8;56;1.0000
комитет Госдумы;российский банк;8;42;0.8750
комитет Госдумы;российский производитель;8;55;1.0000
комитет Госдумы;правительство;8;60;1.0000
комитет Госдумы;совет директоров;8;48;0.8750
комитет Госдумы;российское законодательство;8;54;1.0000
комитет Госдумы;исполнительный директор;8;54;0.8750
комитет Госдумы;российский бизнес;8;36;1.0000
комитет Госдумы;страховая компания;8;50;0.8750
компания;официальный представитель;54;64;0.9444
компания;российское правительство;54;59;0.8889
компания;российская компания;54;53;0.8889
компания;управляющая компания;54;44;0.8148
компания;аналитик компании;54;52;0.9259
компания;иностранная компания;54;55;0.9630
компания;российский производитель;54;55;0.8889
компания;правительство;54;60;0.9074
компания;российское законодательство;54;54;0.8519
компания;страховая компания;54;50;0.8704
кредитный портфель;строительство;8;44;0.8750
кредитный портфель;официальный представитель;8;64;1.0000
кредитный портфель;правоохранительный орган;8;31;1.0000
кредитный портфель;российское правительство;8;59;0.8750
кредитный портфель;кредит;8;15;0.8750
кредитный портфель;директор департамента;8;45;0.8750
кредитный портфель;генеральный директор;8;51;0.8750
кредитный портфель;директор Института;8;47;0.8750
кредитный портфель;исполнительная власть;8;42;0.8750
кредитный портфель;правительство РФ;8;49;0.8750
кредитный портфель;дополнительное средство;8;56;0.8750
кредитный портфель;кредитная организация;8;32;0.8750
кредитный портфель;национальная платежная система;8;29;0.8750
кредитный портфель;правительство;8;60;0.8750
кредитный портфель;совет директоров;8;48;0.8750
кредитный портфель;исполнительный директор;8;54;1.0000
пенсионный возраст;компания;10;54;0.9000
пенсионный возраст;негосударственный пенсионный фонд;10;34;0.9000
пенсионный возраст;строительство;10;44;0.9000
пенсионный возраст;официальный представитель;10;64;0.9000
пенсионный возраст;российское правительство;10;59;1.0000
пенсионный возраст;российская компания;10;53;0.9000
пенсионный возраст;аналитик компании;10;52;0.8000
пенсионный возраст;генеральный директор;10;51;0.9000
пенсионный возраст;украинское правительство;10;45;0.8000
пенсионный возраст;Следственный комитет;10;50;0.8000
пенсионный возраст;директор Института;10;47;0.9000
пенсионный возраст;собственное средство;10;49;0.8000
пенсионный возраст;исполнительная власть;10;42;0.8000
пенсионный возраст;правительство РФ;10;49;0.8000
пенсионный возраст;иностранная компания;10;55;0.8000
пенсионный возраст;дополнительное средство;10;56;0.9000
пенсионный возраст;российский производитель;10;55;1.0000
пенсионный возраст;правительство;10;60;0.9000
пенсионный возраст;совет директоров;10;48;0.9000
пенсионный возраст;российское законодательство;10;54;0.8000
пенсионный возраст;исполнительный директор;10;54;0.9000
пенсионный возраст;глава государства;10;32;0.8000
российский рубль;российский бюджет;38;42;0.9211
российский рубль;компания;38;54;0.8684
российский рубль;официальный представитель;38;64;0.9737
российский рубль;российская сторона;38;39;0.9474
российский рубль;российский газ;38;38;1.0000
российский рубль;российская валюта;38;36;0.9474
российский рубль;российское правительство;38;59;1.0000
российский рубль;российская компания;38;53;1.0000
российский рубль;российский рынок;38;38;1.0000
российский рубль;российская экономика;38;40;0.9211
российский рубль;аналитик компании;38;52;0.8158
российский рубль;российская власть;38;38;0.9737
российский рубль;Российская Федерация;38;43;0.9737
российский рубль;иностранная компания;38;55;0.9211
российский рубль;российский банк;38;42;1.0000
российский рубль;российский производитель;38;55;1.0000
российский рубль;правительство;38;60;0.9211
российский рубль;российское законодательство;38;54;0.9737
российский рубль;исполнительный директор;38;54;0.8158
российский рубль;российский бизнес;38;36;0.9211
данный вопрос;компания;13;54;0.8462
данный вопрос;официальный представитель;13;64;1.0000
данный вопрос;российское правительство;13;59;1.0000
данный вопрос;российская компания;13;53;0.8462
данный вопрос;собственное средство;13;49;0.8462
данный вопрос;российский производитель;13;55;1.0000
данный вопрос;правительство;13;60;1.0000
данный вопрос;российское законодательство;13;54;0.8462
данный вопрос;исполнительный директор;13;54;0.8462
денежно-кредитная политика;банковский сектор;7;19;0.8571
денежно-кредитная политика;строительство;7;44;1.0000
денежно-кредитная политика;официальный представитель;7;64;1.0000
денежно-кредитная политика;правоохранительный орган;7;31;0.8571
денежно-кредитная политика;российское правительство;7;59;1.0000
денежно-кредитная политика;уголовная ответственность;7;39;0.8571
денежно-кредитная политика;кредит;7;15;0.8571
денежно-кредитная политика;украинское правительство;7;45;1.0000
денежно-кредитная политика;аналитическое управление;7;49;0.8571
денежно-кредитная политика;собственное средство;7;49;0.8571
денежно-кредитная политика;исполнительная власть;7;42;0.8571
денежно-кредитная политика;правительство РФ;7;49;1.0000
денежно-кредитная политика;дополнительное средство;7;56;1.0000
денежно-кредитная политика;клиент;7;14;0.8571
денежно-кредитная политика;национальная платежная система;7;29;0.8571
денежно-кредитная политика;правительство;7;60;1.0000
денежно-кредитная политика;российское законодательство;7;54;1.0000
денежно-кредитная политика;исполнительный директор;7;54;0.8571
банковская гарантия;банковский сектор;7;19;1.0000
банковская гарантия;официальный представитель;7;64;0.8571
банковская гарантия;банковская система;7;13;0.8571
банковская гарантия;аналитик компании;7;52;0.8571
банковская гарантия;директор департамента;7;45;0.8571
банковская гарантия;Национальное рейтинговое агентство;7;36;0.8571
банковская гарантия;генеральный директор;7;51;0.8571
банковская гарантия;Следственный комитет;7;50;0.8571
банковская гарантия;директор Института;7;47;0.8571
банковская гарантия;аналитическое управление;7;49;1.0000
банковская гарантия;национальная экономика;7;46;0.8571
банковская гарантия;социально-экономическое развитие;7;40;0.8571
банковская гарантия;экономическое развитие;7;33;0.8571
банковская гарантия;совет директоров;7;48;0.8571
банковская гарантия;исполнительный директор;7;54;0.8571
банковская гарантия;страховая компания;7;50;0.8571
финансовый рынок;компания;22;54;0.9091
финансовый рынок;официальный представитель;22;64;0.9545
финансовый рынок;российское правительство;22;59;0.8636
финансовый рынок;российская компания;22;53;0.8182
финансовый рынок;аналитик компании;22;52;0.8636
финансовый рынок;аналитическое управление;22;49;0.8182
финансовый рынок;финансовая помощь;22;21;0.9091
финансовый рынок;иностранная компания;22;55;0.8636
финансовый рынок;дополнительное средство;22;56;0.8182
финансовый рынок;министр финансов;22;30;0.9545
финансовый рынок;российский производитель;22;55;0.8636
финансовый рынок;правительство;22;60;0.8636
финансовый рынок;российское законодательство;22;54;0.8182
финансовый рынок;финансовая система;22;25;0.9091
финансовый рынок;страховая компания;22;50;0.8636
негосударственный пенсионный фонд;официальный представитель;34;64;0.9706
негосударственный пенсионный фонд;российское правительство;34;59;0.9118
негосударственный пенсионный фонд;Следственный комитет;34;50;0.8529
негосударственный пенсионный фонд;собственное средство;34;49;0.8235
негосударственный пенсионный фонд;дополнительное средство;34;56;0.8824
негосударственный пенсионный фонд;российский производитель;34;55;0.8235
негосударственный пенсионный фонд;правительство;34;60;0.9412
негосударственный пенсионный фонд;российское законодательство;34;54;0.8235
негосударственный пенсионный фонд;исполнительный директор;34;54;0.8235
негосударственный пенсионный фонд;глава государства;34;32;0.9118
Госдума;компания;11;54;0.9091
Госдума;негосударственный пенсионный фонд;11;34;0.8182
Госдума;строительство;11;44;0.9091
Госдума;официальный представитель;11;64;1.0000
Госдума;российское правительство;11;59;1.0000
Госдума;российская компания;11;53;0.9091
Госдума;управляющая компания;11;44;0.8182
Госдума;законопроект;11;31;0.8182
Госдума;интеллектуальная собственность;11;35;0.8182
Госдума;аналитик компании;11;52;0.9091
Госдума;генеральный директор;11;51;0.8182
Госдума;украинское правительство;11;45;0.9091
Госдума;региональная власть;11;25;0.9091
Госдума;аналитическое управление;11;49;0.8182
Госдума;собственное средство;11;49;1.0000
Госдума;федеральный бюджет;11;38;0.8182
Госдума;правительство РФ;11;49;0.9091
Госдума;национальная экономика;11;46;0.9091
Госдума;Российская Федерация;11;43;0.8182
Госдума;иностранная компания;11;55;0.9091
Госдума;дополнительное средство;11;56;1.0000
Госдума;проект постановления;11;36;0.8182
Госдума;социально-экономическое развитие;11;40;0.8182
Госдума;российский производитель;11;55;0.8182
Госдума;федеральный закон;11;35;0.8182
Госдума;правительство;11;60;1.0000
Госдума;совет директоров;11;48;0.8182
Госдума;российское законодательство;11;54;1.0000
Госдума;исполнительный директор;11;54;0.8182
Госдума;страховая компания;11;50;0.9091
Госдума;глава государства;11;32;0.8182
строительство;компания;44;54;0.8636
строительство;официальный представитель;44;64;0.9773
строительство;российское правительство;44;59;0.9773
строительство;российская компания;44;53;0.8636
строительство;украинское правительство;44;45;0.9318
строительство;правительство РФ;44;49;0.9545
строительство;иностранная компания;44;55;0.9091
строительство;дополнительное средство;44;56;0.8636
строительство;российский производитель;44;55;0.8182
строительство;правительство;44;60;0.9773
строительство;российское законодательство;44;54;0.9545
строительство;страховая компания;44;50;0.8409
официальный представитель;российское правительство;64;59;0.9062
официальный представитель;российская компания;64;53;0.8125
официальный представитель;иностранная компания;64;55;0.8125
официальный представитель;дополнительное средство;64;56;0.8281
официальный представитель;российский производитель;64;55;0.8281
официальный представитель;правительство;64;60;0.9219
официальный представитель;российское законодательство;64;54;0.8281
официальный представитель;исполнительный директор;64;54;0.8125
розничный бизнес;официальный представитель;11;64;1.0000
розничный бизнес;бизнес;11;24;0.8182
розничный бизнес;аналитик компании;11;52;0.8182
розничный бизнес;директор департамента;11;45;1.0000
розничный бизнес;генеральный директор;11;51;1.0000
розничный бизнес;директор Института;11;47;1.0000
розничный бизнес;аналитическое управление;11;49;0.8182
розничный бизнес;собственное средство;11;49;0.8182
розничный бизнес;национальная экономика;11;46;0.8182
розничный бизнес;дополнительное средство;11;56;0.9091
розничный бизнес;совет директоров;11;48;1.0000
розничный бизнес;исполнительный директор;11;54;1.0000
розничный бизнес;страховая компания;11;50;0.8182
рост цен;официальный представитель;7;64;1.0000
рост цен;запрос Известий"";7;30;0.8571
рост цен;российское правительство;7;59;1.0000
рост цен;российская компания;7;53;0.8571
рост цен;экономическая ситуация;7;38;0.8571
рост цен;директор департамента;7;45;0.8571
рост цен;аналитическое управление;7;49;0.8571
рост цен;исполнительная власть;7;42;0.8571
рост цен;правительство РФ;7;49;0.8571
рост цен;национальная экономика;7;46;0.8571
рост цен;иностранная компания;7;55;0.8571
рост цен;дополнительное средство;7;56;1.0000
рост цен;министр финансов;7;30;0.8571
рост цен;социально-экономическое развитие;7;40;0.8571
рост цен;российский банк;7;42;0.8571
рост цен;правительство;7;60;0.8571
рост цен;участник рынка;7;29;1.0000
рост цен;российское законодательство;7;54;1.0000
рост цен;исполнительный директор;7;54;0.8571
налоговая нагрузка;официальный представитель;9;64;0.8889
налоговая нагрузка;генеральный директор;9;51;0.8889
налоговая нагрузка;директор Института;9;47;0.8889
налоговая нагрузка;аналитическое управление;9;49;0.8889
налоговая нагрузка;национальная экономика;9;46;1.0000
налоговая нагрузка;иностранная компания;9;55;0.8889
налоговая нагрузка;дополнительное средство;9;56;0.8889
налоговая нагрузка;совет директоров;9;48;0.8889
налоговая нагрузка;исполнительный директор;9;54;0.8889
европейская страна;российский бюджет;8;42;1.0000
европейская страна;российский рубль;8;38;0.8750
европейская страна;официальный представитель;8;64;1.0000
европейская страна;российский газ;8;38;0.8750
европейская страна;российское правительство;8;59;1.0000
европейская страна;российская компания;8;53;0.8750
европейская страна;российский рынок;8;38;0.8750
европейская страна;Следственный комитет;8;50;0.8750
европейская страна;правительство РФ;8;49;0.8750
европейская страна;Российская Федерация;8;43;0.8750
европейская страна;российский банк;8;42;1.0000
европейская страна;российский производитель;8;55;0.8750
европейская страна;правительство;8;60;0.8750
европейская страна;российское законодательство;8;54;0.8750
европейская страна;российский бизнес;8;36;0.8750
главный образ;компания;8;54;0.8750
главный образ;официальный представитель;8;64;1.0000
главный образ;российское правительство;8;59;0.8750
главный образ;российская компания;8;53;0.8750
главный образ;американская компания;8;30;0.8750
главный образ;аналитик компании;8;52;0.8750
главный образ;иностранная компания;8;55;0.8750
главный образ;правительство;8;60;0.8750
главный образ;российское законодательство;8;54;0.8750
главный образ;исполнительный директор;8;54;0.8750
главный образ;страховая компания;8;50;0.8750
чрезвычайная ситуация;компания;9;54;1.0000
чрезвычайная ситуация;официальный представитель;9;64;0.8889
чрезвычайная ситуация;российское правительство;9;59;0.8889
чрезвычайная ситуация;управляющая компания;9;44;0.8889
чрезвычайная ситуация;экономическая ситуация;9;38;0.8889
чрезвычайная ситуация;аналитик компании;9;52;0.8889
чрезвычайная ситуация;эксперт;9;43;0.8889
чрезвычайная ситуация;генеральный директор;9;51;0.8889
чрезвычайная ситуация;собственное средство;9;49;1.0000
чрезвычайная ситуация;правительство РФ;9;49;0.8889
чрезвычайная ситуация;иностранная компания;9;55;0.8889
чрезвычайная ситуация;российский производитель;9;55;0.8889
чрезвычайная ситуация;правительство;9;60;1.0000
противный случай;официальный представитель;11;64;1.0000
противный случай;аналитик компании;11;52;0.9091
противный случай;аналитическое управление;11;49;0.8182
противный случай;дополнительное средство;11;56;0.8182
противный случай;российский производитель;11;55;0.8182
противный случай;исполнительный директор;11;54;0.8182
противный случай;страховая компания;11;50;0.9091
внутренний рынок;компания;11;54;0.9091
внутренний рынок;официальный представитель;11;64;1.0000
внутренний рынок;российское правительство;11;59;0.9091
внутренний рынок;российская компания;11;53;0.9091
внутренний рынок;мировая экономика;11;24;0.8182
внутренний рынок;российская экономика;11;40;0.8182
внутренний рынок;аналитик компании;11;52;0.9091
внутренний рынок;директор департамента;11;45;0.8182
внутренний рынок;генеральный директор;11;51;0.8182
внутренний рынок;заместитель министра;11;37;0.8182
внутренний рынок;директор Института;11;47;0.8182
внутренний рынок;национальная экономика;11;46;0.8182
внутренний рынок;иностранная компания;11;55;1.0000
внутренний рынок;дополнительное средство;11;56;0.8182
внутренний рынок;экономический рост;11;31;0.8182
внутренний рынок;производство;11;33;0.8182
внутренний рынок;внутренний спрос;11;12;1.0000
внутренний рынок;российский банк;11;42;0.8182
внутренний рынок;промышленное производство;11;33;0.8182
внутренний рынок;российский производитель;11;55;0.9091
внутренний рынок;крупная компания;11;42;0.9091
внутренний рынок;правительство;11;60;0.9091
внутренний рынок;совет директоров;11;48;0.8182
внутренний рынок;российское законодательство;11;54;0.9091
внутренний рынок;исполнительный директор;11;54;0.8182
внутренний рынок;страховая компания;11;50;0.9091
запрос Известий"";официальный представитель;30;64;0.9667
запрос Известий"";российское правительство;30;59;0.9333
запрос Известий"";российская компания;30;53;0.8667
запрос Известий"";Следственный комитет;30;50;0.8000
запрос Известий"";аналитическое управление;30;49;0.8000
запрос Известий"";правительство РФ;30;49;0.8333
запрос Известий"";иностранная компания;30;55;0.8333
запрос Известий"";дополнительное средство;30;56;0.8333
запрос Известий"";российский производитель;30;55;0.8667
запрос Известий"";правительство;30;60;0.8667
запрос Известий"";российское законодательство;30;54;0.9000
запрос Известий"";исполнительный директор;30;54;0.8333
каждый день;компания;6;54;0.8333
каждый день;официальный представитель;6;64;0.8333
каждый день;российская компания;6;53;0.8333
каждый день;аналитик компании;6;52;0.8333
каждый день;аналитическое управление;6;49;0.8333
каждый день;иностранная компания;6;55;0.8333
каждый день;российский производитель;6;55;1.0000
банковская система;банковский сектор;13;19;0.8462
банковская система;официальный представитель;13;64;0.9231
банковская система;аналитическое управление;13;49;0.9231
банковская система;собственное средство;13;49;0.8462
банковская система;дополнительное средство;13;56;0.8462
банковская система;исполнительный директор;13;54;0.8462
российская сторона;российский бюджет;39;42;0.8974
российская сторона;компания;39;54;0.8205
российская сторона;российский рубль;39;38;0.9231
российская сторона;официальный представитель;39;64;0.9744
российская сторона;российский газ;39;38;0.9231
российская сторона;российская валюта;39;36;0.9231
российская сторона;российское правительство;39;59;1.0000
российская сторона;российская компания;39;53;0.9487
российская сторона;российский рынок;39;38;0.9231
российская сторона;российская экономика;39;40;0.8718
российская сторона;российская власть;39;38;0.9487
российская сторона;Российская Федерация;39;43;0.9487
российская сторона;иностранная компания;39;55;0.8718
российская сторона;дополнительное средство;39;56;0.8205
российская сторона;российский банк;39;42;0.9231
российская сторона;российский производитель;39;55;0.9744
российская сторона;правительство;39;60;0.9487
российская сторона;российское законодательство;39;54;0.9487
российская сторона;исполнительный директор;39;54;0.8205
российская сторона;российский бизнес;39;36;0.8718
бизнес;компания;24;54;0.9167
бизнес;официальный представитель;24;64;0.9583
бизнес;российское правительство;24;59;0.8750
бизнес;российская компания;24;53;0.8750
бизнес;аналитик компании;24;52;0.8750
бизнес;директор департамента;24;45;0.8333
бизнес;генеральный директор;24;51;0.9167
бизнес;директор Института;24;47;0.9167
бизнес;иностранная компания;24;55;0.9583
бизнес;российский производитель;24;55;0.8333
