concept1;concept2;size of concept1;size of concept2;confidence
средняя зарплата;российское правительство;6;42;1.0000
средняя зарплата;Минэкономики;6;18;0.8333
средняя зарплата;особая экономическая зона;6;21;0.8333
средняя зарплата;региональный бюджет;6;28;0.8333
средняя зарплата;уголовная ответственность;6;33;1.0000
средняя зарплата;экономическая ситуация;6;36;1.0000
средняя зарплата;российский бюджет;6;36;0.8333
средняя зарплата;экономический рост;6;28;0.8333
средняя зарплата;украинское правительство;6;28;1.0000
средняя зарплата;экономическая политика;6;30;0.8333
средняя зарплата;Банк России;6;17;0.8333
средняя зарплата;банк России;6;17;0.8333
средняя зарплата;социальная сфера;6;19;0.8333
средняя зарплата;аналитическое управление;6;40;1.0000
средняя зарплата;собственное средство;6;36;0.8333
средняя зарплата;правительство РФ;6;33;1.0000
средняя зарплата;дополнительное средство;6;36;0.8333
средняя зарплата;российский производитель;6;41;1.0000
средняя зарплата;правительство;6;37;1.0000
средняя зарплата;официальный представитель;6;44;1.0000
средняя зарплата;экономическое развитие;6;27;0.8333
средняя зарплата;социально-экономическое развитие;6;30;1.0000
средняя зарплата;экономическая санкция;6;24;0.8333
средняя зарплата;российское законодательство;6;39;0.8333
средняя зарплата;исполнительный директор;6;38;0.8333
средняя зарплата;течение года;6;25;1.0000
чистая прибыль;компания;7;37;0.8571
чистая прибыль;российский рубль;7;32;1.0000
чистая прибыль;российская сторона;7;33;1.0000
чистая прибыль;российский газ;7;34;1.0000
чистая прибыль;российская валюта;7;33;1.0000
чистая прибыль;российское правительство;7;42;1.0000
чистая прибыль;российская компания;7;37;1.0000
чистая прибыль;уголовная ответственность;7;33;0.8571
чистая прибыль;экономическая ситуация;7;36;0.8571
чистая прибыль;российский рынок;7;34;1.0000
чистая прибыль;российский бюджет;7;36;1.0000
чистая прибыль;российская экономика;7;30;0.8571
чистая прибыль;экономический рост;7;28;0.8571
чистая прибыль;аналитик компании;7;31;0.8571
чистая прибыль;рост экономики;7;23;0.8571
чистая прибыль;президент России;7;29;0.8571
чистая прибыль;экономическая политика;7;30;0.8571
чистая прибыль;аналитическое управление;7;40;0.8571
чистая прибыль;собственное средство;7;36;0.8571
чистая прибыль;российская власть;7;33;1.0000
чистая прибыль;Российская Федерация;7;33;1.0000
чистая прибыль;иностранная компания;7;33;0.8571
чистая прибыль;дополнительное средство;7;36;0.8571
чистая прибыль;Следственный комитет;7;29;0.8571
чистая прибыль;российский банк;7;35;1.0000
чистая прибыль;российский производитель;7;41;1.0000
чистая прибыль;налог на прибыль;7;6;0.8571
чистая прибыль;официальный представитель;7;44;1.0000
чистая прибыль;российское законодательство;7;39;1.0000
чистая прибыль;Общественная палата;7;28;0.8571
чистая прибыль;российский бизнес;7;33;1.0000
розничная цена;компания;11;37;0.9091
розничная цена;российский рубль;11;32;0.9091
розничная цена;российская сторона;11;33;0.9091
розничная цена;российский газ;11;34;0.9091
розничная цена;российская валюта;11;33;0.9091
розничная цена;российское правительство;11;42;0.9091
розничная цена;российская компания;11;37;1.0000
розничная цена;экономическая ситуация;11;36;0.9091
розничная цена;российский рынок;11;34;0.9091
розничная цена;российский бюджет;11;36;0.9091
розничная цена;российская экономика;11;30;0.8182
розничная цена;экономический рост;11;28;0.8182
розничная цена;аналитик компании;11;31;0.8182
розничная цена;рост экономики;11;23;0.8182
розничная цена;экономическая политика;11;30;0.8182
розничная цена;аналитическое управление;11;40;0.9091
розничная цена;российская власть;11;33;0.8182
розничная цена;Российская Федерация;11;33;0.9091
розничная цена;иностранная компания;11;33;0.8182
розничная цена;проект постановления;11;32;0.9091
розничная цена;российский банк;11;35;0.9091
розничная цена;российский производитель;11;41;1.0000
розничная цена;правительство;11;37;0.8182
розничная цена;официальный представитель;11;44;1.0000
розничная цена;значительная часть;11;22;0.8182
розничная цена;российское законодательство;11;39;0.9091
розничная цена;российский бизнес;11;33;0.8182
крупнейший банк;компания;11;37;0.8182
крупнейший банк;российский рубль;11;32;0.8182
крупнейший банк;российская сторона;11;33;0.8182
крупнейший банк;российский газ;11;34;0.9091
крупнейший банк;российская валюта;11;33;0.8182
крупнейший банк;российское правительство;11;42;0.9091
крупнейший банк;российская компания;11;37;0.9091
крупнейший банк;уголовная ответственность;11;33;0.9091
крупнейший банк;экономическая ситуация;11;36;1.0000
крупнейший банк;российский рынок;11;34;0.9091
крупнейший банк;российский бюджет;11;36;0.8182
крупнейший банк;российская экономика;11;30;0.8182
крупнейший банк;интеллектуальная собственность;11;25;0.8182
крупнейший банк;аналитик компании;11;31;0.8182
крупнейший банк;генеральный директор;11;32;0.9091
крупнейший банк;директор Института;11;29;0.9091
крупнейший банк;аналитическое управление;11;40;0.8182
крупнейший банк;собственное средство;11;36;0.9091
крупнейший банк;российская власть;11;33;0.9091
крупнейший банк;национальная экономика;11;30;0.8182
крупнейший банк;Российская Федерация;11;33;0.9091
крупнейший банк;иностранная компания;11;33;0.8182
крупнейший банк;Следственный комитет;11;29;0.8182
крупнейший банк;российский банк;11;35;0.9091
крупнейший банк;российский производитель;11;41;1.0000
крупнейший банк;крупная компания;11;29;0.8182
крупнейший банк;правительство;11;37;0.9091
крупнейший банк;официальный представитель;11;44;1.0000
крупнейший банк;совет директоров;11;32;0.9091
крупнейший банк;российское законодательство;11;39;0.9091
крупнейший банк;исполнительный директор;11;38;1.0000
падение рубля;компания;10;37;0.9000
падение рубля;российский рубль;10;32;1.0000
падение рубля;российская сторона;10;33;1.0000
падение рубля;российский газ;10;34;1.0000
падение рубля;российская валюта;10;33;1.0000
падение рубля;российское правительство;10;42;1.0000
падение рубля;российская компания;10;37;1.0000
падение рубля;иностранный инвестор;10;19;0.8000
падение рубля;экономическая ситуация;10;36;0.9000
падение рубля;российский рынок;10;34;1.0000
падение рубля;российский бюджет;10;36;1.0000
падение рубля;российская экономика;10;30;0.9000
падение рубля;аналитик компании;10;31;0.8000
падение рубля;генеральный директор;10;32;0.8000
падение рубля;аналитическое управление;10;40;1.0000
падение рубля;российская власть;10;33;0.9000
падение рубля;Российская Федерация;10;33;0.9000
падение рубля;иностранная компания;10;33;0.8000
падение рубля;проект постановления;10;32;0.8000
падение рубля;российский банк;10;35;1.0000
падение рубля;российский производитель;10;41;1.0000
падение рубля;доллар;10;18;0.9000
падение рубля;официальный представитель;10;44;1.0000
падение рубля;совет директоров;10;32;0.8000
падение рубля;социально-экономическое развитие;10;30;0.8000
падение рубля;российское законодательство;10;39;0.9000
падение рубля;исполнительный директор;10;38;0.9000
падение рубля;российский бизнес;10;33;1.0000
средний бизнес;компания;12;37;0.8333
средний бизнес;бизнес;12;18;1.0000
средний бизнес;российское правительство;12;42;1.0000
средний бизнес;российская компания;12;37;0.8333
средний бизнес;региональный бюджет;12;28;0.8333
средний бизнес;уголовная ответственность;12;33;0.8333
средний бизнес;экономическая ситуация;12;36;0.8333
средний бизнес;российский бюджет;12;36;0.8333
средний бизнес;аналитик компании;12;31;0.8333
средний бизнес;аналитическое управление;12;40;0.8333
средний бизнес;собственное средство;12;36;0.8333
средний бизнес;российский производитель;12;41;0.9167
средний бизнес;официальный представитель;12;44;1.0000
средний бизнес;российское законодательство;12;39;0.9167
средний бизнес;российский бизнес;12;33;0.8333
Федеральная антимонопольная служба;компания;12;37;0.8333
Федеральная антимонопольная служба;российский рубль;12;32;0.8333
Федеральная антимонопольная служба;российская сторона;12;33;0.9167
Федеральная антимонопольная служба;российский газ;12;34;0.9167
Федеральная антимонопольная служба;российская валюта;12;33;0.9167
Федеральная антимонопольная служба;российское правительство;12;42;1.0000
Федеральная антимонопольная служба;национальная валюта;12;28;0.8333
Федеральная антимонопольная служба;российская компания;12;37;0.9167
Федеральная антимонопольная служба;уголовная ответственность;12;33;0.8333
Федеральная антимонопольная служба;экономическая ситуация;12;36;0.8333
Федеральная антимонопольная служба;российский рынок;12;34;0.9167
Федеральная антимонопольная служба;российский бюджет;12;36;0.9167
Федеральная антимонопольная служба;российская экономика;12;30;0.9167
Федеральная антимонопольная служба;Федеральная налоговая служба;12;15;1.0000
Федеральная антимонопольная служба;аналитическое управление;12;40;0.8333
Федеральная антимонопольная служба;собственное средство;12;36;0.9167
Федеральная антимонопольная служба;федеральный бюджет;12;22;1.0000
Федеральная антимонопольная служба;российская власть;12;33;0.9167
Федеральная антимонопольная служба;правительство РФ;12;33;0.8333
Федеральная антимонопольная служба;национальная экономика;12;30;0.8333
Федеральная антимонопольная служба;Российская Федерация;12;33;1.0000
Федеральная антимонопольная служба;иностранная компания;12;33;1.0000
Федеральная антимонопольная служба;Следственный комитет;12;29;0.8333
Федеральная антимонопольная служба;российский банк;12;35;0.9167
Федеральная антимонопольная служба;российский производитель;12;41;0.9167
Федеральная антимонопольная служба;крупная компания;12;29;0.8333
Федеральная антимонопольная служба;федеральный закон;12;25;1.0000
Федеральная антимонопольная служба;правительство;12;37;0.9167
Федеральная антимонопольная служба;официальный представитель;12;44;1.0000
Федеральная антимонопольная служба;федеральная целевая программа;12;16;0.9167
Федеральная антимонопольная служба;российское законодательство;12;39;1.0000
Федеральная антимонопольная служба;исполнительный директор;12;38;0.8333
Федеральная антимонопольная служба;страховая компания;12;28;0.8333
компания;российское правительство;37;42;0.9459
компания;российская компания;37;37;0.9459
компания;российский бюджет;37;36;0.8108
компания;аналитик компании;37;31;0.8378
компания;аналитическое управление;37;40;0.9189
компания;собственное средство;37;36;0.8378
компания;иностранная компания;37;33;0.8378
компания;российский производитель;37;41;0.8919
компания;правительство;37;37;0.8108
компания;официальный представитель;37;44;1.0000
компания;российское законодательство;37;39;0.8919
компания;исполнительный директор;37;38;0.8378
кредитный портфель;российское правительство;7;42;0.8571
кредитный портфель;уголовная ответственность;7;33;0.8571
кредитный портфель;кредит;7;15;1.0000
кредитный портфель;украинское правительство;7;28;0.8571
кредитный портфель;аналитическое управление;7;40;0.8571
кредитный портфель;правительство РФ;7;33;0.8571
кредитный портфель;финансовая помощь;7;18;0.8571
кредитный портфель;дополнительное средство;7;36;0.8571
кредитный портфель;проект постановления;7;32;0.8571
кредитный портфель;кредитная организация;7;22;0.8571
кредитный портфель;министр финансов;7;21;0.8571
кредитный портфель;российский производитель;7;41;0.8571
кредитный портфель;правительство;7;37;0.8571
кредитный портфель;официальный представитель;7;44;1.0000
кредитный портфель;финансовая система;7;22;0.8571
российский рубль;компания;32;37;0.8438
российский рубль;российская сторона;32;33;0.9688
российский рубль;российский газ;32;34;1.0000
российский рубль;российская валюта;32;33;0.9375
российский рубль;российское правительство;32;42;1.0000
российский рубль;российская компания;32;37;0.9062
российский рубль;экономическая ситуация;32;36;0.8438
российский рубль;российский рынок;32;34;1.0000
российский рубль;российский бюджет;32;36;1.0000
российский рубль;российская экономика;32;30;0.8438
российский рубль;аналитическое управление;32;40;0.8750
российский рубль;собственное средство;32;36;0.8125
российский рубль;российская власть;32;33;0.9688
российский рубль;Российская Федерация;32;33;0.9375
российский рубль;российский банк;32;35;1.0000
российский рубль;российский производитель;32;41;1.0000
российский рубль;правительство;32;37;0.8438
российский рубль;официальный представитель;32;44;1.0000
российский рубль;российское законодательство;32;39;0.9375
российский рубль;исполнительный директор;32;38;0.8750
российский рубль;российский бизнес;32;33;0.9375
данный вопрос;компания;8;37;0.8750
данный вопрос;российское правительство;8;42;0.8750
данный вопрос;экономическая ситуация;8;36;0.8750
данный вопрос;аналитическое управление;8;40;0.8750
данный вопрос;правительство РФ;8;33;0.8750
данный вопрос;проект постановления;8;32;0.8750
данный вопрос;российский производитель;8;41;0.8750
данный вопрос;правительство;8;37;0.8750
данный вопрос;официальный представитель;8;44;1.0000
данный вопрос;значительная часть;8;22;0.8750
финансовый рынок;российское правительство;19;42;1.0000
финансовый рынок;уголовная ответственность;19;33;0.9474
финансовый рынок;экономическая ситуация;19;36;0.8947
финансовый рынок;российский бюджет;19;36;0.8947
финансовый рынок;аналитическое управление;19;40;0.8947
финансовый рынок;собственное средство;19;36;0.8421
финансовый рынок;правительство РФ;19;33;0.8421
финансовый рынок;финансовая помощь;19;18;0.8421
финансовый рынок;проект постановления;19;32;0.8421
финансовый рынок;министр финансов;19;21;0.8947
финансовый рынок;российский производитель;19;41;0.8421
финансовый рынок;правительство;19;37;0.8421
финансовый рынок;официальный представитель;19;44;1.0000
финансовый рынок;российское законодательство;19;39;0.8947
финансовый рынок;исполнительный директор;19;38;0.8947
финансовый рынок;финансовая система;19;22;0.8947
инфляционное ожидание;российская валюта;9;33;0.8889
инфляционное ожидание;российское правительство;9;42;1.0000
инфляционное ожидание;уголовная ответственность;9;33;0.8889
инфляционное ожидание;экономическая ситуация;9;36;1.0000
инфляционное ожидание;российская экономика;9;30;0.8889
инфляционное ожидание;экономический рост;9;28;0.8889
инфляционное ожидание;экономическая политика;9;30;0.8889
инфляционное ожидание;аналитическое управление;9;40;0.8889
инфляционное ожидание;национальная экономика;9;30;0.8889
инфляционное ожидание;дополнительное средство;9;36;0.8889
инфляционное ожидание;российский производитель;9;41;0.8889
инфляционное ожидание;правительство;9;37;1.0000
инфляционное ожидание;официальный представитель;9;44;1.0000
инфляционное ожидание;российское законодательство;9;39;0.8889
инфляционное ожидание;исполнительный директор;9;38;0.8889
негосударственный пенсионный фонд;компания;16;37;1.0000
негосударственный пенсионный фонд;российское правительство;16;42;0.9375
негосударственный пенсионный фонд;российская компания;16;37;0.9375
негосударственный пенсионный фонд;региональный бюджет;16;28;0.8125
негосударственный пенсионный фонд;экономическая ситуация;16;36;0.8125
негосударственный пенсионный фонд;российский бюджет;16;36;0.8125
негосударственный пенсионный фонд;аналитик компании;16;31;0.8125
негосударственный пенсионный фонд;президент России;16;29;0.9375
негосударственный пенсионный фонд;генеральный директор;16;32;0.8125
негосударственный пенсионный фонд;глава государства;16;16;1.0000
негосударственный пенсионный фонд;аналитическое управление;16;40;0.8750
негосударственный пенсионный фонд;собственное средство;16;36;0.8750
негосударственный пенсионный фонд;национальная экономика;16;30;0.8125
негосударственный пенсионный фонд;Российская Федерация;16;33;0.8125
негосударственный пенсионный фонд;иностранная компания;16;33;0.8750
негосударственный пенсионный фонд;российский производитель;16;41;0.9375
негосударственный пенсионный фонд;правительство;16;37;0.9375
негосударственный пенсионный фонд;официальный представитель;16;44;1.0000
негосударственный пенсионный фонд;совет директоров;16;32;0.8125
негосударственный пенсионный фонд;российское законодательство;16;39;1.0000
негосударственный пенсионный фонд;Общественная палата;16;28;0.8125
негосударственный пенсионный фонд;исполнительный директор;16;38;0.9375
негосударственный пенсионный фонд;российский бизнес;16;33;0.8125
негосударственный пенсионный фонд;страховая компания;16;28;0.8125
Госдума;строительство;12;29;0.9167
Госдума;российское правительство;12;42;1.0000
Госдума;национальная валюта;12;28;0.8333
Госдума;российская компания;12;37;0.8333
Госдума;уголовная ответственность;12;33;0.8333
Госдума;экономическая ситуация;12;36;0.8333
Госдума;российский бюджет;12;36;0.8333
Госдума;президент России;12;29;0.9167
Госдума;украинское правительство;12;28;0.8333
Госдума;аналитическое управление;12;40;1.0000
Госдума;собственное средство;12;36;0.8333
Госдума;правительство РФ;12;33;0.9167
Госдума;дополнительное средство;12;36;0.9167
Госдума;проект постановления;12;32;0.8333
Госдума;министр финансов;12;21;0.8333
Госдума;российский производитель;12;41;0.8333
Госдума;правительство;12;37;0.9167
Госдума;официальный представитель;12;44;1.0000
Госдума;экономическое развитие;12;27;0.8333
Госдума;социально-экономическое развитие;12;30;0.8333
Госдума;российское законодательство;12;39;1.0000
Госдума;исполнительный директор;12;38;0.8333
Госдума;финансовая система;12;22;0.8333
депутат Госдумы;строительство;8;29;0.8750
депутат Госдумы;российское правительство;8;42;1.0000
депутат Госдумы;национальная валюта;8;28;0.8750
депутат Госдумы;управляющая компания;8;31;0.8750
депутат Госдумы;депутат;8;7;0.8750
депутат Госдумы;эксперт;8;26;0.8750
депутат Госдумы;украинское правительство;8;28;1.0000
депутат Госдумы;аналитическое управление;8;40;1.0000
депутат Госдумы;собственное средство;8;36;1.0000
депутат Госдумы;правительство РФ;8;33;1.0000
депутат Госдумы;дополнительное средство;8;36;1.0000
депутат Госдумы;Следственный комитет;8;29;1.0000
депутат Госдумы;министр финансов;8;21;0.8750
депутат Госдумы;российский производитель;8;41;0.8750
депутат Госдумы;правительство;8;37;1.0000
депутат Госдумы;официальный представитель;8;44;1.0000
депутат Госдумы;российское законодательство;8;39;1.0000
депутат Госдумы;финансовая система;8;22;0.8750
строительство;российское правительство;29;42;1.0000
строительство;экономическая ситуация;29;36;0.8276
строительство;украинское правительство;29;28;0.8966
строительство;аналитическое управление;29;40;0.9310
строительство;собственное средство;29;36;0.8966
строительство;правительство РФ;29;33;0.9310
строительство;дополнительное средство;29;36;0.8966
строительство;российский производитель;29;41;0.8621
строительство;правительство;29;37;0.9655
строительство;официальный представитель;29;44;1.0000
строительство;российское законодательство;29;39;0.9310
строительство;исполнительный директор;29;38;0.8621
розничный бизнес;компания;11;37;0.9091
розничный бизнес;российский рубль;11;32;0.8182
розничный бизнес;российская сторона;11;33;0.9091
розничный бизнес;российский газ;11;34;0.9091
розничный бизнес;российская валюта;11;33;0.9091
розничный бизнес;российское правительство;11;42;1.0000
розничный бизнес;национальная валюта;11;28;0.8182
розничный бизнес;российская компания;11;37;0.9091
розничный бизнес;уголовная ответственность;11;33;0.8182
розничный бизнес;экономическая ситуация;11;36;0.9091
розничный бизнес;российский рынок;11;34;0.9091
розничный бизнес;российский бюджет;11;36;0.9091
розничный бизнес;аналитик компании;11;31;0.9091
розничный бизнес;аналитическое управление;11;40;0.8182
розничный бизнес;собственное средство;11;36;0.8182
розничный бизнес;российская власть;11;33;0.8182
розничный бизнес;национальная экономика;11;30;0.8182
розничный бизнес;Российская Федерация;11;33;0.9091
розничный бизнес;иностранная компания;11;33;0.8182
розничный бизнес;проект постановления;11;32;0.8182
розничный бизнес;российский банк;11;35;0.9091
розничный бизнес;российский производитель;11;41;0.9091
розничный бизнес;официальный представитель;11;44;1.0000
розничный бизнес;российское законодательство;11;39;0.9091
розничный бизнес;Общественная палата;11;28;0.8182
розничный бизнес;российский бизнес;11;33;0.9091
рост цен;компания;8;37;1.0000
рост цен;российский рубль;8;32;0.8750
рост цен;российская сторона;8;33;0.8750
рост цен;российский газ;8;34;0.8750
рост цен;российская валюта;8;33;1.0000
рост цен;российское правительство;8;42;1.0000
рост цен;российская компания;8;37;1.0000
рост цен;экономическая ситуация;8;36;1.0000
рост цен;российский рынок;8;34;0.8750
рост цен;российский бюджет;8;36;0.8750
рост цен;российская экономика;8;30;0.8750
рост цен;экономический рост;8;28;0.8750
рост цен;аналитик компании;8;31;0.8750
рост цен;рост экономики;8;23;0.8750
рост цен;собственное средство;8;36;0.8750
рост цен;российская власть;8;33;0.8750
рост цен;Российская Федерация;8;33;0.8750
рост цен;иностранная компания;8;33;1.0000
рост цен;проект постановления;8;32;0.8750
рост цен;российский банк;8;35;0.8750
рост цен;российский производитель;8;41;0.8750
рост цен;правительство;8;37;0.8750
рост цен;официальный представитель;8;44;1.0000
рост цен;российское законодательство;8;39;1.0000
рост цен;Общественная палата;8;28;0.8750
рост цен;страховая компания;8;28;0.8750
главный образ;компания;6;37;0.8333
главный образ;российский рубль;6;32;0.8333
главный образ;строительство;6;29;0.8333
главный образ;российская сторона;6;33;0.8333
главный образ;консалтинговая компания;6;18;0.8333
главный образ;российский газ;6;34;0.8333
главный образ;российская валюта;6;33;0.8333
главный образ;российское правительство;6;42;1.0000
главный образ;национальная валюта;6;28;0.8333
главный образ;российская компания;6;37;1.0000
главный образ;уголовная ответственность;6;33;0.8333
главный образ;управляющая компания;6;31;1.0000
главный образ;экономическая ситуация;6;36;0.8333
главный образ;российский рынок;6;34;0.8333
главный образ;российский бюджет;6;36;1.0000
главный образ;российская экономика;6;30;0.8333
главный образ;аналитик компании;6;31;0.8333
главный образ;эксперт;6;26;0.8333
главный образ;Национальное рейтинговое агентство;6;24;0.8333
